plate_10_D9.r1.fastq.gz,,12341536
plate_10_E10.r1.fastq.gz,,22162334
plate_10_E11.r1.fastq.gz,,4272
plate_10_E12.r1.fastq.gz,,17471
plate_10_E1.r1.fastq.gz,,48401793
plate_10_E2.r1.fastq.gz,,18037603
plate_10_E3.r1.fastq.gz,,19653419
plate_10_E4.r1.fastq.gz,,11664320
plate_10_E5.r1.fastq.gz,,22636972
plate_10_E6.r1.fastq.gz,,14097233
plate_10_E7.r1.fastq.gz,,20264953
plate_10_E8.r1.fastq.gz,,17623055
plate_10_E9.r1.fastq.gz,,16009846
plate_10_F10.r1.fastq.gz,,18536219
plate_10_F11.r1.fastq.gz,,20636
plate_10_F12.r1.fastq.gz,,8136
plate_10_F1.r1.fastq.gz,,16261543
plate_10_F2.r1.fastq.gz,,17671701
plate_10_F3.r1.fastq.gz,,18725284
plate_10_F4.r1.fastq.gz,,17472878
plate_10_F5.r1.fastq.gz,,12018752
plate_10_F6.r1.fastq.gz,,12822876
plate_10_F7.r1.fastq.gz,,13943654
plate_10_F8.r1.fastq.gz,,18232416
plate_10_F9.r1.fastq.gz,,28822753
plate_10_G10.r1.fastq.gz,,18068483
plate_10_G11.r1.fastq.gz,,38034
plate_10_G12.r1.fastq.gz,,12851
plate_10_G1.r1.fastq.gz,,24803783
plate_10_G2.r1.fastq.gz,,13102305
plate_10_G3.r1.fastq.gz,,28824174
plate_10_G4.r1.fastq.gz,,15469828
plate_10_G5.r1.fastq.gz,,20846321
plate_10_G6.r1.fastq.gz,,16017298
plate_10_G7.r1.fastq.gz,,20953529
plate_10_G8.r1.fastq.gz,,21570120
plate_10_G9.r1.fastq.gz,,24094354
plate_10_H10.r1.fastq.gz,,20210099
plate_10_H11.r1.fastq.gz,,17686
plate_10_H12.r1.fastq.gz,,15629
plate_10_H1.r1.fastq.gz,,19542013
plate_10_H2.r1.fastq.gz,,16879649
plate_10_H3.r1.fastq.gz,,19486032
plate_10_H4.r1.fastq.gz,,12456521
plate_10_H5.r1.fastq.gz,,18039474
plate_10_H6.r1.fastq.gz,,12963036
plate_10_H7.r1.fastq.gz,,16941695
plate_10_H8.r1.fastq.gz,,15378564
plate_10_H9.r1.fastq.gz,,19500397
plate_1_A10.r1.fastq.gz,,29571318
plate_1_A11.r1.fastq.gz,,17738284
plate_1_A12.r1.fastq.gz,,16652662
plate_1_A1.r1.fastq.gz,,4807
plate_1_A2.r1.fastq.gz,,16623684
plate_1_A3.r1.fastq.gz,,20492295
plate_1_A4.r1.fastq.gz,,27569705
plate_1_A5.r1.fastq.gz,,31975216
plate_1_A6.r1.fastq.gz,,18234198
plate_1_A7.r1.fastq.gz,,20641280
plate_1_A8.r1.fastq.gz,,18326652
plate_1_A9.r1.fastq.gz,,21337402
plate_1_B10.r1.fastq.gz,,12605147
plate_1_B11.r1.fastq.gz,,18809861
plate_1_B12.r1.fastq.gz,,30607797
plate_1_B1.r1.fastq.gz,,15535547
plate_1_B2.r1.fastq.gz,,19934428
plate_1_B3.r1.fastq.gz,,38638750
plate_1_B4.r1.fastq.gz,,20051755
plate_1_B5.r1.fastq.gz,,18688583
plate_1_B6.r1.fastq.gz,,846381
plate_1_B7.r1.fastq.gz,,16152883
plate_1_B8.r1.fastq.gz,,18021771
plate_1_B9.r1.fastq.gz,,22882514
plate_1_C10.r1.fastq.gz,,31660711
plate_1_C11.r1.fastq.gz,,18796165
plate_1_C12.r1.fastq.gz,,37571988
plate_1_C1.r1.fastq.gz,,23935659
plate_1_C2.r1.fastq.gz,,17611718
plate_1_C3.r1.fastq.gz,,22564430
plate_1_C4.r1.fastq.gz,,19586803
plate_1_C5.r1.fastq.gz,,24998792
plate_1_C6.r1.fastq.gz,,21213338
plate_1_C7.r1.fastq.gz,,23585133
plate_1_C8.r1.fastq.gz,,37091117
plate_1_C9.r1.fastq.gz,,16565213
plate_1_D10.r1.fastq.gz,,24757955
plate_1_D11.r1.fastq.gz,,24419916
plate_1_D12.r1.fastq.gz,,16477068
plate_1_D1.r1.fastq.gz,,17140550
plate_1_D2.r1.fastq.gz,,24120347
plate_1_D3.r1.fastq.gz,,23408127
plate_1_D4.r1.fastq.gz,,36434537
plate_1_D5.r1.fastq.gz,,30465842
plate_1_D6.r1.fastq.gz,,32217490
plate_1_D7.r1.fastq.gz,,19921856
plate_1_D8.r1.fastq.gz,,36784294
plate_1_D9.r1.fastq.gz,,27566119
plate_1_E10.r1.fastq.gz,,18991498
plate_1_E11.r1.fastq.gz,,31910219
plate_1_E12.r1.fastq.gz,,17545823
plate_1_E1.r1.fastq.gz,,57157805
plate_1_E2.r1.fastq.gz,,24045029
plate_1_E3.r1.fastq.gz,,50583317
plate_1_E4.r1.fastq.gz,,18070259
plate_1_E5.r1.fastq.gz,,21011626
plate_1_E6.r1.fastq.gz,,24512011
plate_1_E7.r1.fastq.gz,,61617
plate_1_E8.r1.fastq.gz,,24961349
plate_1_E9.r1.fastq.gz,,15502503
plate_1_F10.r1.fastq.gz,,19940639
plate_1_F11.r1.fastq.gz,,22893386
plate_1_F12.r1.fastq.gz,,37654248
plate_1_F1.r1.fastq.gz,,22704538
plate_1_F2.r1.fastq.gz,,23828290
plate_1_F3.r1.fastq.gz,,20146298
plate_1_F4.r1.fastq.gz,,17014697
plate_1_F5.r1.fastq.gz,,17134293
plate_1_F6.r1.fastq.gz,,20691382
plate_1_F7.r1.fastq.gz,,18581889
plate_1_F8.r1.fastq.gz,,37093254
plate_1_F9.r1.fastq.gz,,34502668
plate_1_G10.r1.fastq.gz,,46713595
plate_1_G11.r1.fastq.gz,,29208219
plate_1_G12.r1.fastq.gz,,53313822
plate_1_G1.r1.fastq.gz,,52410535
plate_1_G2.r1.fastq.gz,,20089730
plate_1_G3.r1.fastq.gz,,23076547
plate_1_G4.r1.fastq.gz,,20409512
plate_1_G5.r1.fastq.gz,,30907525
plate_1_G6.r1.fastq.gz,,41066150
plate_1_G7.r1.fastq.gz,,29100553
plate_1_G8.r1.fastq.gz,,17649031
plate_1_G9.r1.fastq.gz,,46975334
plate_1_H10.r1.fastq.gz,,44753719
plate_1_H11.r1.fastq.gz,,40136823
plate_1_H12.r1.fastq.gz,,39336702
plate_1_H1.r1.fastq.gz,,24305626
plate_1_H2.r1.fastq.gz,,21359590
plate_1_H3.r1.fastq.gz,,42164030
plate_1_H4.r1.fastq.gz,,18918657
plate_1_H5.r1.fastq.gz,,22354931
plate_1_H6.r1.fastq.gz,,14571916
plate_1_H7.r1.fastq.gz,,19157337
plate_1_H8.r1.fastq.gz,,19980980
plate_1_H9.r1.fastq.gz,,34406160
plate_2_A10.r1.fastq.gz,,18718309
plate_2_A11.r1.fastq.gz,,18913719
plate_2_A12.r1.fastq.gz,,9723215
plate_2_A1.r1.fastq.gz,,1795239
plate_2_A2.r1.fastq.gz,,24939575
plate_2_A3.r1.fastq.gz,,18636850
plate_2_A4.r1.fastq.gz,,17737103
plate_2_A5.r1.fastq.gz,,16159965
plate_2_A6.r1.fastq.gz,,24257885
plate_2_A7.r1.fastq.gz,,17198822
plate_2_A8.r1.fastq.gz,,14653638
plate_2_A9.r1.fastq.gz,,14818230
plate_2_B10.r1.fastq.gz,,12168862
plate_2_B11.r1.fastq.gz,,8008590
plate_2_B12.r1.fastq.gz,,22008798
plate_2_B1.r1.fastq.gz,,2013019
plate_2_B2.r1.fastq.gz,,19787137
plate_2_B3.r1.fastq.gz,,23118316
plate_2_B4.r1.fastq.gz,,22006635
plate_2_B5.r1.fastq.gz,,109594
plate_2_B6.r1.fastq.gz,,18608854
plate_2_B7.r1.fastq.gz,,13450454
plate_2_B8.r1.fastq.gz,,17540982
plate_2_B9.r1.fastq.gz,,11020266
plate_2_C10.r1.fastq.gz,,20156322
plate_2_C11.r1.fastq.gz,,9041795
plate_2_C12.r1.fastq.gz,,15580739
plate_2_C1.r1.fastq.gz,,1531895
plate_2_C2.r1.fastq.gz,,14550713
plate_2_C3.r1.fastq.gz,,18568569
plate_2_C4.r1.fastq.gz,,22496417
plate_2_C5.r1.fastq.gz,,16468009
plate_2_C6.r1.fastq.gz,,12754478
plate_2_C7.r1.fastq.gz,,20805666
plate_2_C8.r1.fastq.gz,,17060080
plate_2_C9.r1.fastq.gz,,8652765
plate_2_D10.r1.fastq.gz,,6874
plate_2_D11.r1.fastq.gz,,1546701
plate_2_D12.r1.fastq.gz,,3490
plate_2_D1.r1.fastq.gz,,3140
plate_2_D2.r1.fastq.gz,,18291
plate_2_D3.r1.fastq.gz,,13542
plate_2_D4.r1.fastq.gz,,51784
plate_2_D5.r1.fastq.gz,,9928
plate_2_D6.r1.fastq.gz,,5651
plate_2_D7.r1.fastq.gz,,8157
plate_2_D8.r1.fastq.gz,,5786
plate_2_D9.r1.fastq.gz,,9992
plate_2_E10.r1.fastq.gz,,14371137
plate_2_E11.r1.fastq.gz,,12443003
plate_2_E12.r1.fastq.gz,,18667242
plate_2_E1.r1.fastq.gz,,46068557
plate_2_E2.r1.fastq.gz,,21037409
plate_2_E3.r1.fastq.gz,,18571810
plate_2_E4.r1.fastq.gz,,23477064
plate_2_E5.r1.fastq.gz,,16937039
plate_2_E6.r1.fastq.gz,,13208057
plate_2_E7.r1.fastq.gz,,24377168
plate_2_E8.r1.fastq.gz,,11876434
plate_2_E9.r1.fastq.gz,,16446656
plate_2_F10.r1.fastq.gz,,16039674
plate_2_F11.r1.fastq.gz,,9070676
plate_2_F12.r1.fastq.gz,,15657247
plate_2_F1.r1.fastq.gz,,23989674
plate_2_F2.r1.fastq.gz,,19673468
plate_2_F3.r1.fastq.gz,,17032844
plate_2_F4.r1.fastq.gz,,5295640
plate_2_F5.r1.fastq.gz,,14366951
plate_2_F6.r1.fastq.gz,,15706904
plate_2_F7.r1.fastq.gz,,15126232
plate_2_F8.r1.fastq.gz,,19604567
plate_2_F9.r1.fastq.gz,,16699830
plate_2_G10.r1.fastq.gz,,20339004
plate_2_G11.r1.fastq.gz,,15772798
plate_2_G12.r1.fastq.gz,,26240815
plate_2_G1.r1.fastq.gz,,64926365
plate_2_G2.r1.fastq.gz,,16491995
plate_2_G3.r1.fastq.gz,,20666772
plate_2_G4.r1.fastq.gz,,15940681
plate_2_G5.r1.fastq.gz,,16836012
plate_2_G6.r1.fastq.gz,,15303404
plate_2_G7.r1.fastq.gz,,23231275
plate_2_G8.r1.fastq.gz,,15930988
plate_2_G9.r1.fastq.gz,,20417881
plate_2_H10.r1.fastq.gz,,16868
plate_2_H11.r1.fastq.gz,,24663
plate_2_H12.r1.fastq.gz,,12606
plate_2_H1.r1.fastq.gz,,20656226
plate_2_H2.r1.fastq.gz,,19123715
plate_2_H3.r1.fastq.gz,,17910464
plate_2_H4.r1.fastq.gz,,29214901
plate_2_H5.r1.fastq.gz,,21251519
plate_2_H6.r1.fastq.gz,,8289223
plate_2_H7.r1.fastq.gz,,4999465
plate_2_H8.r1.fastq.gz,,14474263
plate_2_H9.r1.fastq.gz,,16047
plate_3_A10.r1.fastq.gz,,18758045
plate_3_A11.r1.fastq.gz,,15878556
plate_3_A12.r1.fastq.gz,,13585865
plate_3_A1.r1.fastq.gz,,15258253
plate_3_A2.r1.fastq.gz,,13554976
plate_3_A3.r1.fastq.gz,,12281533
plate_3_A4.r1.fastq.gz,,18532392
plate_3_A5.r1.fastq.gz,,17384364
plate_3_A6.r1.fastq.gz,,10229675
plate_3_A7.r1.fastq.gz,,13378071
plate_3_A8.r1.fastq.gz,,14849445
plate_3_A9.r1.fastq.gz,,10590136
plate_3_B10.r1.fastq.gz,,11032873
plate_3_B11.r1.fastq.gz,,16193957
plate_3_B12.r1.fastq.gz,,14332014
plate_3_B1.r1.fastq.gz,,14824271
plate_3_B2.r1.fastq.gz,,16949122
plate_3_B3.r1.fastq.gz,,16628306
plate_3_B4.r1.fastq.gz,,24805100
plate_3_B5.r1.fastq.gz,,787801
plate_3_B6.r1.fastq.gz,,14239362
plate_3_B7.r1.fastq.gz,,11613037
plate_3_B8.r1.fastq.gz,,16755981
plate_3_B9.r1.fastq.gz,,13217557
plate_3_C10.r1.fastq.gz,,15912246
plate_3_C11.r1.fastq.gz,,16856373
plate_3_C12.r1.fastq.gz,,2313481
plate_3_C1.r1.fastq.gz,,11627391
plate_3_C2.r1.fastq.gz,,40023
plate_3_C3.r1.fastq.gz,,10647507
plate_3_C4.r1.fastq.gz,,20906108
plate_3_C5.r1.fastq.gz,,23805111
plate_3_C6.r1.fastq.gz,,10871474
plate_3_C7.r1.fastq.gz,,15374249
plate_3_C8.r1.fastq.gz,,20282144
plate_3_C9.r1.fastq.gz,,7749284
plate_3_D10.r1.fastq.gz,,20784894
plate_3_D11.r1.fastq.gz,,21200170
plate_3_D12.r1.fastq.gz,,12116937
plate_3_D1.r1.fastq.gz,,13323041
plate_3_D2.r1.fastq.gz,,12088576
plate_3_D3.r1.fastq.gz,,17849485
plate_3_D4.r1.fastq.gz,,16049117
plate_3_D5.r1.fastq.gz,,22186503
plate_3_D6.r1.fastq.gz,,14198262
plate_3_D7.r1.fastq.gz,,14350943
plate_3_D8.r1.fastq.gz,,21948240
plate_3_D9.r1.fastq.gz,,16725299
plate_3_E10.r1.fastq.gz,,21921255
plate_3_E11.r1.fastq.gz,,19252489
plate_3_E12.r1.fastq.gz,,15951985
plate_3_E1.r1.fastq.gz,,24557927
plate_3_E2.r1.fastq.gz,,17105236
plate_3_E3.r1.fastq.gz,,20839321
plate_3_E4.r1.fastq.gz,,17139137
plate_3_E5.r1.fastq.gz,,19211859
plate_3_E6.r1.fastq.gz,,14153433
plate_3_E7.r1.fastq.gz,,12359732
plate_3_E8.r1.fastq.gz,,28155847
plate_3_E9.r1.fastq.gz,,6676362
plate_3_F10.r1.fastq.gz,,14378321
plate_3_F11.r1.fastq.gz,,16133729
plate_3_F12.r1.fastq.gz,,12921918
plate_3_F1.r1.fastq.gz,,14184850
plate_3_F2.r1.fastq.gz,,24280957
plate_3_F3.r1.fastq.gz,,15707522
plate_3_F4.r1.fastq.gz,,16665530
plate_3_F5.r1.fastq.gz,,9905129
plate_3_F6.r1.fastq.gz,,13725485
plate_3_F7.r1.fastq.gz,,13147907
plate_3_F8.r1.fastq.gz,,15911698
plate_3_F9.r1.fastq.gz,,18651208
plate_3_G10.r1.fastq.gz,,22242303
plate_3_G11.r1.fastq.gz,,22556244
plate_3_G12.r1.fastq.gz,,17920805
plate_3_G1.r1.fastq.gz,,36976841
plate_3_G2.r1.fastq.gz,,11075846
plate_3_G3.r1.fastq.gz,,17268982
plate_3_G4.r1.fastq.gz,,16709842
plate_3_G5.r1.fastq.gz,,19290452
plate_3_G6.r1.fastq.gz,,18255053
plate_3_G7.r1.fastq.gz,,19475449
plate_3_G8.r1.fastq.gz,,20587476
plate_3_G9.r1.fastq.gz,,16669233
plate_3_H10.r1.fastq.gz,,19612397
plate_3_H11.r1.fastq.gz,,25309409
plate_3_H12.r1.fastq.gz,,16579334
plate_3_H1.r1.fastq.gz,,15675592
plate_3_H2.r1.fastq.gz,,18882057
plate_3_H3.r1.fastq.gz,,18492368
plate_3_H4.r1.fastq.gz,,20035426
plate_3_H5.r1.fastq.gz,,22775759
plate_3_H6.r1.fastq.gz,,13923857
plate_3_H7.r1.fastq.gz,,14181510
plate_3_H8.r1.fastq.gz,,13400917
plate_3_H9.r1.fastq.gz,,16970525
plate_4_A10.r1.fastq.gz,,19295336
plate_4_A11.r1.fastq.gz,,16818506
plate_4_A12.r1.fastq.gz,,15676788
plate_4_A1.r1.fastq.gz,,16683880
plate_4_A2.r1.fastq.gz,,12128104
plate_4_A3.r1.fastq.gz,,8772133
plate_4_A4.r1.fastq.gz,,15928396
plate_4_A5.r1.fastq.gz,,21942399
plate_4_A6.r1.fastq.gz,,23292494
plate_4_A7.r1.fastq.gz,,17161451
plate_4_A8.r1.fastq.gz,,18751700
plate_4_A9.r1.fastq.gz,,18257532
plate_4_B10.r1.fastq.gz,,11009741
plate_4_B11.r1.fastq.gz,,13901217
plate_4_B12.r1.fastq.gz,,18174818
plate_4_B1.r1.fastq.gz,,11866641
plate_4_B2.r1.fastq.gz,,19753598
plate_4_B3.r1.fastq.gz,,13116781
plate_4_B4.r1.fastq.gz,,18487187
plate_4_B5.r1.fastq.gz,,18731463
plate_4_B6.r1.fastq.gz,,21325791
plate_4_B7.r1.fastq.gz,,12825444
plate_4_B8.r1.fastq.gz,,19819137
plate_4_B9.r1.fastq.gz,,11553062
plate_4_C10.r1.fastq.gz,,19191515
plate_4_C11.r1.fastq.gz,,13189263
plate_4_C12.r1.fastq.gz,,14164064
plate_4_C1.r1.fastq.gz,,18957967
plate_4_C2.r1.fastq.gz,,15228672
plate_4_C3.r1.fastq.gz,,12015597
plate_4_C4.r1.fastq.gz,,17503155
plate_4_C5.r1.fastq.gz,,20714932
plate_4_C6.r1.fastq.gz,,21819385
plate_4_C7.r1.fastq.gz,,16772659
plate_4_C8.r1.fastq.gz,,19575095
plate_4_C9.r1.fastq.gz,,6645446
plate_4_D10.r1.fastq.gz,,21808659
plate_4_D11.r1.fastq.gz,,17437596
plate_4_D12.r1.fastq.gz,,14759939
plate_4_D1.r1.fastq.gz,,18527610
plate_4_D2.r1.fastq.gz,,18028122
plate_4_D3.r1.fastq.gz,,13786500
plate_4_D4.r1.fastq.gz,,16928199
plate_4_D5.r1.fastq.gz,,25914054
plate_4_D6.r1.fastq.gz,,18016479
plate_4_D7.r1.fastq.gz,,17316803
plate_4_D8.r1.fastq.gz,,15493226
plate_4_D9.r1.fastq.gz,,12256308
plate_4_E10.r1.fastq.gz,,12404145
plate_4_E11.r1.fastq.gz,,16698903
plate_4_E12.r1.fastq.gz,,15475494
plate_4_E1.r1.fastq.gz,,53430886
plate_4_E2.r1.fastq.gz,,15144880
plate_4_E3.r1.fastq.gz,,16989053
plate_4_E4.r1.fastq.gz,,19782065
plate_4_E5.r1.fastq.gz,,20193230
plate_4_E6.r1.fastq.gz,,24096721
plate_4_E7.r1.fastq.gz,,24954962
plate_4_E8.r1.fastq.gz,,15277874
plate_4_E9.r1.fastq.gz,,11577794
plate_4_F10.r1.fastq.gz,,6189
plate_4_F11.r1.fastq.gz,,13897063
plate_4_F12.r1.fastq.gz,,10748306
plate_4_F1.r1.fastq.gz,,15381426
plate_4_F2.r1.fastq.gz,,17786809
plate_4_F3.r1.fastq.gz,,18058707
plate_4_F4.r1.fastq.gz,,15130388
plate_4_F5.r1.fastq.gz,,14279472
plate_4_F6.r1.fastq.gz,,12748527
plate_4_F7.r1.fastq.gz,,13101426
plate_4_F8.r1.fastq.gz,,19381592
plate_4_F9.r1.fastq.gz,,12061544
plate_4_G10.r1.fastq.gz,,21873534
plate_4_G11.r1.fastq.gz,,17371988
plate_4_G12.r1.fastq.gz,,18984622
plate_4_G1.r1.fastq.gz,,24663303
plate_4_G2.r1.fastq.gz,,13077605
plate_4_G3.r1.fastq.gz,,18947585
plate_4_G4.r1.fastq.gz,,16150069
plate_4_G5.r1.fastq.gz,,17853141
plate_4_G6.r1.fastq.gz,,15205
plate_4_G7.r1.fastq.gz,,21357933
plate_4_G8.r1.fastq.gz,,21736393
plate_4_G9.r1.fastq.gz,,23130752
plate_4_H10.r1.fastq.gz,,23551531
plate_4_H11.r1.fastq.gz,,15771050
plate_4_H12.r1.fastq.gz,,21886083
plate_4_H1.r1.fastq.gz,,17732708
plate_4_H2.r1.fastq.gz,,17839193
plate_4_H3.r1.fastq.gz,,15803770
plate_4_H4.r1.fastq.gz,,23656932
plate_4_H5.r1.fastq.gz,,25284886
plate_4_H6.r1.fastq.gz,,19437350
plate_4_H7.r1.fastq.gz,,18490169
plate_4_H8.r1.fastq.gz,,16976339
plate_4_H9.r1.fastq.gz,,14954481
plate_5_A10.r1.fastq.gz,,11504340
plate_5_A11.r1.fastq.gz,,15806599
plate_5_A12.r1.fastq.gz,,10824332
plate_5_A1.r1.fastq.gz,,12692903
plate_5_A2.r1.fastq.gz,,165291797
plate_5_A3.r1.fastq.gz,,9619087
plate_5_A4.r1.fastq.gz,,6248503
plate_5_A5.r1.fastq.gz,,14525830
plate_5_A6.r1.fastq.gz,,16121112
plate_5_A7.r1.fastq.gz,,15261471
plate_5_A8.r1.fastq.gz,,14566852
plate_5_A9.r1.fastq.gz,,11746957
plate_5_B10.r1.fastq.gz,,6067719
plate_5_B11.r1.fastq.gz,,12934504
plate_5_B12.r1.fastq.gz,,9034559
plate_5_B1.r1.fastq.gz,,14803562
plate_5_B2.r1.fastq.gz,,15770253
plate_5_B3.r1.fastq.gz,,15019605
plate_5_B4.r1.fastq.gz,,15983695
plate_5_B5.r1.fastq.gz,,18029318
plate_5_B6.r1.fastq.gz,,20735106
plate_5_B7.r1.fastq.gz,,13157777
plate_5_B8.r1.fastq.gz,,12404253
plate_5_B9.r1.fastq.gz,,3448217
plate_5_C10.r1.fastq.gz,,13267209
plate_5_C11.r1.fastq.gz,,16560462
plate_5_C12.r1.fastq.gz,,10602448
plate_5_C1.r1.fastq.gz,,8894449
plate_5_C2.r1.fastq.gz,,11301183
plate_5_C3.r1.fastq.gz,,10940494
plate_5_C4.r1.fastq.gz,,16364097
plate_5_C5.r1.fastq.gz,,16063113
plate_5_C6.r1.fastq.gz,,14984914
plate_5_C7.r1.fastq.gz,,12649695
plate_5_C8.r1.fastq.gz,,14759445
plate_5_C9.r1.fastq.gz,,6430755
plate_5_D10.r1.fastq.gz,,15653516
plate_5_D11.r1.fastq.gz,,12187897
plate_5_D12.r1.fastq.gz,,9639057
plate_5_D1.r1.fastq.gz,,14389800
plate_5_D2.r1.fastq.gz,,16456657
plate_5_D3.r1.fastq.gz,,19585818
plate_5_D4.r1.fastq.gz,,16266130
plate_5_D5.r1.fastq.gz,,13603800
plate_5_D6.r1.fastq.gz,,17583983
plate_5_D7.r1.fastq.gz,,20253828
plate_5_D8.r1.fastq.gz,,18674608
plate_5_D9.r1.fastq.gz,,12470597
plate_5_E10.r1.fastq.gz,,13490698
plate_5_E11.r1.fastq.gz,,11454107
plate_5_E12.r1.fastq.gz,,14102887
plate_5_E1.r1.fastq.gz,,25571204
plate_5_E2.r1.fastq.gz,,11681923
plate_5_E3.r1.fastq.gz,,14675379
plate_5_E4.r1.fastq.gz,,17280746
plate_5_E5.r1.fastq.gz,,19366747
plate_5_E6.r1.fastq.gz,,14761475
plate_5_E7.r1.fastq.gz,,15708949
plate_5_E8.r1.fastq.gz,,18901387
plate_5_E9.r1.fastq.gz,,9537109
plate_5_F10.r1.fastq.gz,,12832360
plate_5_F11.r1.fastq.gz,,15435801
plate_5_F12.r1.fastq.gz,,8678995
plate_5_F1.r1.fastq.gz,,12202147
plate_5_F2.r1.fastq.gz,,14959443
plate_5_F3.r1.fastq.gz,,12793317
plate_5_F4.r1.fastq.gz,,20486539
plate_5_F5.r1.fastq.gz,,14391481
plate_5_F6.r1.fastq.gz,,14824984
plate_5_F7.r1.fastq.gz,,10073725
plate_5_F8.r1.fastq.gz,,16062239
plate_5_F9.r1.fastq.gz,,20313043
plate_5_G10.r1.fastq.gz,,16880614
plate_5_G11.r1.fastq.gz,,15333697
plate_5_G12.r1.fastq.gz,,16170929
plate_5_G1.r1.fastq.gz,,26711752
plate_5_G2.r1.fastq.gz,,12057575
plate_5_G3.r1.fastq.gz,,22345455
plate_5_G4.r1.fastq.gz,,15132028
plate_5_G5.r1.fastq.gz,,17276977
plate_5_G6.r1.fastq.gz,,15329431
plate_5_G7.r1.fastq.gz,,14578008
plate_5_G8.r1.fastq.gz,,15731048
plate_5_G9.r1.fastq.gz,,21788180
plate_5_H10.r1.fastq.gz,,15187743
plate_5_H11.r1.fastq.gz,,14621574
plate_5_H12.r1.fastq.gz,,14886024
plate_5_H1.r1.fastq.gz,,12998711
plate_5_H2.r1.fastq.gz,,15197459
plate_5_H3.r1.fastq.gz,,18157931
plate_5_H4.r1.fastq.gz,,21620207
plate_5_H5.r1.fastq.gz,,15714251
plate_5_H6.r1.fastq.gz,,12034861
plate_5_H7.r1.fastq.gz,,17973169
plate_5_H8.r1.fastq.gz,,18742562
plate_5_H9.r1.fastq.gz,,16642283
plate_6_A10.r1.fastq.gz,,17360561
plate_6_A11.r1.fastq.gz,,13844617
plate_6_A12.r1.fastq.gz,,10266873
plate_6_A1.r1.fastq.gz,,15674357
plate_6_A2.r1.fastq.gz,,12243662
plate_6_A3.r1.fastq.gz,,1313589
plate_6_A4.r1.fastq.gz,,18512672
plate_6_A5.r1.fastq.gz,,15125461
plate_6_A6.r1.fastq.gz,,26268593
plate_6_A7.r1.fastq.gz,,11830
plate_6_A8.r1.fastq.gz,,17559459
plate_6_A9.r1.fastq.gz,,22268865
plate_6_B10.r1.fastq.gz,,8773715
plate_6_B11.r1.fastq.gz,,14762142
plate_6_B12.r1.fastq.gz,,13823973
plate_6_B1.r1.fastq.gz,,13247895
plate_6_B2.r1.fastq.gz,,9745718
plate_6_B3.r1.fastq.gz,,9229826
plate_6_B4.r1.fastq.gz,,13260857
plate_6_B5.r1.fastq.gz,,13623942
plate_6_B6.r1.fastq.gz,,15008734
plate_6_B7.r1.fastq.gz,,13554732
plate_6_B8.r1.fastq.gz,,19604530
plate_6_B9.r1.fastq.gz,,19170862
plate_6_C10.r1.fastq.gz,,16207502
plate_6_C11.r1.fastq.gz,,12321249
plate_6_C12.r1.fastq.gz,,9336914
plate_6_C1.r1.fastq.gz,,12771118
plate_6_C2.r1.fastq.gz,,13423386
plate_6_C3.r1.fastq.gz,,13039779
plate_6_C4.r1.fastq.gz,,16991151
plate_6_C5.r1.fastq.gz,,19877019
plate_6_C6.r1.fastq.gz,,12364395
plate_6_C7.r1.fastq.gz,,19157027
plate_6_C8.r1.fastq.gz,,23882122
plate_6_C9.r1.fastq.gz,,8993636
