collection_date,sample_size,unrooted_pd,bwpd,pc1,pc2,pc3,pc4,pc5,grouping,test
t2,118,0.3134286672376,0.13317990188964,0.0277854440195399,0.0447035972966692,0.0130322931926186,0.277569307788284,0.23834356572771,maternal_sow,Kruskal-Wallis
t3,49,0.525669101235126,0.285943752639163,0.0845241070736925,0.575475958272496,0.315744489944511,0.159749786117729,0.115506988156017,maternal_sow,Kruskal-Wallis
t4,108,0.161925317365735,0.331463132925563,0.438073146089357,0.417290441379396,0.182871073243791,0.43358324692483,0.27716615268208,maternal_sow,Kruskal-Wallis
t5,24,0.325669771274766,0.45053334340928,0.3145588465889,0.334302193866778,0.286337531263407,0.402845528091489,0.201141673203111,maternal_sow,Kruskal-Wallis
t6,72,0.136785090441351,0.667934149687987,0.272877903640712,0.290737129788789,0.503134434574541,0.207625355202686,0.188469938066565,maternal_sow,Kruskal-Wallis
t7,48,0.277294296081571,0.474345520569012,0.210538151492558,0.139735169207361,0.173504134626376,0.494407668041644,0.430523724282005,maternal_sow,Kruskal-Wallis
t8,72,0.739824312388781,0.661485946987497,0.320058788574698,0.0983220805557351,0.603156347041517,0.0633558296408581,0.871239332197523,maternal_sow,Kruskal-Wallis
t9,47,0.140049357053531,0.336624423045165,0.268925184874828,0.451194893685167,0.490982331058828,0.625093038591294,0.40395588042687,maternal_sow,Kruskal-Wallis
all,784,7.30634960390733e-05,3.25117204202023e-05,6.79600364666783e-06,8.76786057275882e-07,1.02041001386016e-05,1.75400999489696e-07,0.00499160563621015,nurse_sow,Kruskal-Wallis
t0,126,0.000137401144286306,0.00253910740621183,0.00606126621394051,0.0925531725296094,0.0254021004344805,0.301655744834175,0.0163326607096622,nurse_sow,Kruskal-Wallis
t1,48,0.21406609837565,0.177946665285619,0.406954977560948,0.132471961236576,0.118330132459629,0.501269004658169,0.171644711069485,nurse_sow,Kruskal-Wallis
t10,72,0.513827384736056,0.171089575432484,0.197751462860318,0.205507616545755,0.259200327786332,0.0665918835103026,0.0723552473297778,nurse_sow,Kruskal-Wallis
t2,118,0.0590678657690292,0.182453592390225,0.133341187755685,0.0383654238277938,0.0973821306135565,0.111447364459128,0.239883664748087,nurse_sow,Kruskal-Wallis
t3,49,0.494688049333285,0.312347101568539,0.0630430654077244,0.694272044609732,0.244996290250149,0.0883999550163223,0.115806472599034,nurse_sow,Kruskal-Wallis
t4,108,0.293546724652102,0.628156439457791,0.620602379363175,0.432865606730669,0.357911695414789,0.434782783128704,0.26804874241101,nurse_sow,Kruskal-Wallis
t5,24,0.242338268265416,0.45053334340928,0.451208772571118,0.447611206965064,0.383393135315484,0.407353068785983,0.336821158562202,nurse_sow,Kruskal-Wallis
t6,72,0.142627723336923,0.763339104474481,0.185781890404936,0.263587342923099,0.372637543552375,0.0985516006793823,0.223593968121609,nurse_sow,Kruskal-Wallis
t7,48,0.227140285638606,0.40466355866188,0.15106853881299,0.0960720387322825,0.0850568767171667,0.368268743975756,0.239229130517691,nurse_sow,Kruskal-Wallis
t8,72,0.782355223682344,0.616665426405966,0.354553110805705,0.0617455792888771,0.638728298417746,0.150359242138387,0.886200530409757,nurse_sow,Kruskal-Wallis
t9,47,0.179442571366364,0.336016540428543,0.342876418102942,0.434800442983526,0.407807870907756,0.526442330736904,0.349021069246504,nurse_sow,Kruskal-Wallis
all,784,0.271448443231522,0.00221054616354697,0.0121365319301873,0.0553486602947892,0.457477648520481,0.215084536662224,0.0340239137761438,cohorts,Kruskal-Wallis
