DNA_plate,DNA_well,metric,value,analysis
plate_1,C8,PC3,-0.840507204912,100K
plate_1,C8,PC4,-0.177536537172,100K
plate_1,C8,PC5,5.59156981409,100K
plate_2,E4,PC1,1.6389807883,100K
plate_2,E4,PC2,2.93898236842,100K
plate_2,E4,PC3,-0.494614399832,100K
plate_2,E4,PC4,-0.558085985202,100K
plate_2,E4,PC5,5.70077641407,100K
plate_3,H6,PC1,0.244982687486,100K
plate_3,H6,PC2,3.23586821257,100K
plate_3,H6,PC3,0.0489108760493,100K
plate_3,H6,PC4,-0.21595574257,100K
plate_3,H6,PC5,5.80008245304,100K
plate_6,B2,PC1,-0.140690665439,100K
plate_6,B2,PC2,3.30956654155,100K
plate_6,B2,PC3,0.238959095471,100K
plate_6,B2,PC4,-0.42852739211,100K
plate_6,B2,PC5,5.80344837496,100K
plate_4,B11,PC1,1.03233450885,100K
plate_4,B11,PC2,3.2039406663,100K
plate_4,B11,PC3,-0.218185816134,100K
plate_4,B11,PC4,0.331794470305,100K
plate_4,B11,PC5,5.55833830814,100K
plate_1,F10,PC1,2.01230550807,100K
plate_1,F10,PC2,2.82933477374,100K
plate_1,F10,PC3,-0.785761798344,100K
plate_1,F10,PC4,-0.197375015505,100K
plate_1,F10,PC5,5.49746480051,100K
plate_1,C11,PC1,1.83130400562,100K
plate_1,C11,PC2,3.50728688969,100K
plate_1,C11,PC3,-0.477594859613,100K
plate_1,C11,PC4,-0.287643463538,100K
plate_1,C11,PC5,5.61411320327,100K
plate_6,E6,PC1,1.34373011585,100K
plate_6,E6,PC2,4.00116939692,100K
plate_6,E6,PC3,-0.195726434613,100K
plate_6,E6,PC4,-0.139051797444,100K
plate_6,E6,PC5,5.61364996207,100K
plate_1,F4,PC1,1.0721296826,100K
plate_1,F4,PC2,2.04440473983,100K
plate_1,F4,PC3,-0.588522386745,100K
plate_1,F4,PC4,0.0548337683722,100K
plate_1,F4,PC5,5.18918170114,100K
plate_1,C1,PC1,1.89330953091,100K
plate_1,C1,PC2,2.65391900704,100K
plate_1,C1,PC3,0.179170533399,100K
plate_1,C1,PC4,0.0731387266526,100K
plate_1,C1,PC5,5.18504906574,100K
plate_1,B4,PC1,1.41849841303,100K
plate_1,B4,PC2,3.1746955739,100K
plate_1,B4,PC3,0.193553417886,100K
plate_1,B4,PC4,0.165361768966,100K
plate_1,B4,PC5,6.06577078132,100K
plate_6,G6,PC1,1.28003767836,100K
plate_6,G6,PC2,3.32302748099,100K
plate_6,G6,PC3,0.204154437331,100K
plate_6,G6,PC4,-0.196036069479,100K
plate_6,G6,PC5,6.01472871345,100K
plate_5,B12,PC1,0.776828328561,100K
plate_5,B12,PC2,3.07838876893,100K
plate_5,B12,PC3,0.275040685275,100K
plate_5,B12,PC4,0.333579274888,100K
plate_5,B12,PC5,5.86059338659,100K
plate_3,D9,PC1,1.33165174804,100K
plate_3,D9,PC2,3.58357573939,100K
plate_3,D9,PC3,-0.0316750336494,100K
plate_3,D9,PC4,-0.125626212901,100K
plate_3,D9,PC5,5.68129701081,100K
plate_1,G11,PC1,0.318721901085,100K
plate_1,G11,PC2,3.14862946219,100K
plate_1,G11,PC3,-0.120354523373,100K
plate_1,G11,PC4,-0.426899741693,100K
plate_1,G11,PC5,5.1749968253,100K
plate_6,G11,PC1,-0.221179127398,100K
plate_6,G11,PC2,3.55697954277,100K
plate_6,G11,PC3,-0.037422935347,100K
plate_6,G11,PC4,-0.379612114625,100K
plate_6,G11,PC5,5.40839267951,100K
plate_3,H9,PC1,0.630353888101,100K
plate_3,H9,PC2,3.65198387319,100K
plate_3,H9,PC3,-0.227432978704,100K
plate_3,H9,PC4,-0.267876889817,100K
plate_3,H9,PC5,5.34363190756,100K
plate_2,G12,PC1,1.71368481664,100K
plate_2,G12,PC2,2.83280585888,100K
plate_2,G12,PC3,-0.833418484489,100K
plate_2,G12,PC4,-0.44459574175,100K
plate_2,G12,PC5,5.31877241541,100K
plate_5,A7,PC1,1.51820399525,100K
plate_5,A7,PC2,3.37303325677,100K
plate_5,A7,PC3,-0.522760971871,100K
plate_5,A7,PC4,-0.299949395567,100K
plate_5,A7,PC5,5.58953944569,100K
plate_2,C4,PC1,0.734904330972,100K
plate_2,C4,PC2,2.63856053764,100K
plate_2,C4,PC3,-0.0667780100475,100K
plate_2,C4,PC4,-0.348211160533,100K
plate_2,C4,PC5,5.89443133255,100K
plate_4,B10,PC1,1.25636078495,100K
plate_4,B10,PC2,3.34702421655,100K
plate_4,B10,PC3,-0.518191112857,100K
plate_4,B10,PC4,-0.00302628250457,100K
plate_4,B10,PC5,5.42507948172,100K
plate_2,E3,PC1,-0.969971487869,100K
plate_2,E3,PC2,2.21966076882,100K
plate_2,E3,PC3,-0.543185537278,100K
plate_2,E3,PC4,-0.724334010793,100K
plate_2,E3,PC5,5.27047310031,100K
plate_2,G11,PC1,1.58487434132,100K
plate_2,G11,PC2,3.36727782138,100K
plate_2,G11,PC3,-0.398671642947,100K
plate_2,G11,PC4,-0.369687176558,100K
plate_2,G11,PC5,5.6227293868,100K
plate_1,D3,PC1,1.65673100262,100K
plate_1,D3,PC2,3.15831775353,100K
plate_1,D3,PC3,-0.357979101943,100K
plate_1,D3,PC4,-0.169566737901,100K
plate_1,D3,PC5,5.73297368284,100K
plate_2,B3,PC1,1.28801968478,100K
plate_2,B3,PC2,2.99150338592,100K
plate_2,B3,PC3,-0.196233688878,100K
plate_2,B3,PC4,-0.786265766641,100K
plate_2,B3,PC5,5.89978635772,100K
plate_1,G3,PC1,1.8935842057,100K
plate_1,G3,PC2,3.45732707803,100K
plate_1,G3,PC3,-0.514956752917,100K
plate_1,G3,PC4,-0.562558295463,100K
plate_1,G3,PC5,5.6398704724,100K
plate_1,G7,PC1,1.01844050607,100K
plate_1,G7,PC2,3.05826363037,100K
plate_1,G7,PC3,-0.241500928327,100K
plate_1,G7,PC4,-0.166765210462,100K
plate_1,G7,PC5,5.63643476553,100K
plate_4,C10,PC1,1.33239978913,100K
plate_4,C10,PC2,3.24359827262,100K
plate_4,C10,PC3,-0.21774595164,100K
plate_4,C10,PC4,0.111461191097,100K
plate_4,C10,PC5,5.76024664595,100K
plate_3,H11,PC1,0.754130552842,100K
plate_3,H11,PC2,3.62477692033,100K
plate_3,H11,PC3,-0.0218666616128,100K
plate_3,H11,PC4,-0.509868054955,100K
plate_3,H11,PC5,5.75406784674,100K
plate_1,E8,PC1,0.0765145273081,100K
plate_1,E8,PC2,2.27411506725,100K
plate_1,E8,PC3,-0.239206017074,100K
plate_1,E8,PC4,-1.02024096596,100K
plate_1,E8,PC5,5.95056647499,100K
plate_5,E5,PC1,1.6033986244,100K
plate_5,E5,PC2,3.26381595282,100K
plate_5,E5,PC3,-0.0675971487493,100K
plate_5,E5,PC4,-0.392194840518,100K
plate_5,E5,PC5,5.86543659799,100K
plate_2,F8,PC1,1.22090556214,100K
plate_2,F8,PC2,2.63230820526,100K
plate_2,F8,PC3,-0.590961007124,100K
plate_2,F8,PC4,-0.384411508184,100K
plate_2,F8,PC5,5.51141899272,100K
plate_8,F5,PC1,0.583344511188,100K
plate_8,F5,PC2,3.8959236091,100K
plate_8,F5,PC3,0.209580407608,100K
plate_8,F5,PC4,0.128814202591,100K
plate_8,F5,PC5,5.56932117918,100K
plate_7,C11,PC1,0.409796038018,100K
plate_7,C11,PC2,3.81335843946,100K
plate_7,C11,PC3,0.175401015512,100K
plate_7,C11,PC4,0.0513920536846,100K
plate_7,C11,PC5,5.38822503914,100K
plate_4,H1,PC1,-1.28221632072,100K
plate_4,H1,PC2,2.10903393375,100K
plate_4,H1,PC3,0.202240826472,100K
plate_4,H1,PC4,-0.399518016034,100K
plate_4,H1,PC5,5.46888326417,100K
plate_3,A6,PC1,1.09324905612,100K
plate_3,A6,PC2,3.90146177805,100K
plate_3,A6,PC3,-0.157826157012,100K
plate_3,A6,PC4,-0.466773481847,100K
plate_3,A6,PC5,5.504392909,100K
plate_6,H2,PC1,1.6115901731,100K
plate_6,H2,PC2,4.30792887014,100K
plate_6,H2,PC3,-0.107373817662,100K
plate_6,H2,PC4,-0.452935539723,100K
plate_6,H2,PC5,5.70619725882,100K
plate_7,A10,PC1,1.39109458916,100K
plate_7,A10,PC2,4.03973398034,100K
plate_7,A10,PC3,0.133798480111,100K
plate_7,A10,PC4,-0.475392793778,100K
plate_7,A10,PC5,5.8940814258,100K
plate_3,D6,PC1,0.598386545123,100K
plate_3,D6,PC2,3.36061362147,100K
plate_3,D6,PC3,-0.325446921008,100K
plate_3,D6,PC4,-0.132706219757,100K
plate_3,D6,PC5,5.27874692123,100K
plate_4,C7,PC1,-0.152093195957,100K
plate_4,C7,PC2,2.04082139882,100K
plate_4,C7,PC3,-0.174724841247,100K
plate_4,C7,PC4,-0.482568692556,100K
plate_4,C7,PC5,5.58413880506,100K
plate_5,F2,PC1,-1.07825587525,100K
plate_5,F2,PC2,2.79210044183,100K
plate_5,F2,PC3,0.158708390434,100K
plate_5,F2,PC4,-1.02487825877,100K
plate_5,F2,PC5,5.77280169805,100K
plate_5,D2,PC1,1.26403433664,100K
plate_5,D2,PC2,3.70795285539,100K
plate_5,D2,PC3,0.0285310558685,100K
plate_5,D2,PC4,-0.54425334026,100K
plate_5,D2,PC5,5.80142625494,100K
plate_4,H3,PC1,0.513618661467,100K
plate_4,H3,PC2,2.77295130397,100K
plate_4,H3,PC3,0.0264496961375,100K
plate_4,H3,PC4,-0.397584204498,100K
plate_4,H3,PC5,5.6930324303,100K
plate_3,E12,PC1,1.57838016956,100K
plate_3,E12,PC2,3.68295901342,100K
plate_3,E12,PC3,0.0286158130152,100K
plate_3,E12,PC4,-0.509661779044,100K
plate_3,E12,PC5,5.85792020069,100K
plate_5,G1,PC1,1.18592051475,100K
plate_5,G1,PC2,3.65492212997,100K
plate_5,G1,PC3,-0.225151184239,100K
plate_5,G1,PC4,-0.0214497885305,100K
plate_5,G1,PC5,5.57544332922,100K
plate_6,B7,PC1,-0.937039556198,100K
plate_6,B7,PC2,2.90444146023,100K
plate_6,B7,PC3,0.0474005704055,100K
plate_6,B7,PC4,-0.7871611355,100K
plate_6,B7,PC5,5.5388567859,100K
plate_4,F6,PC1,-0.928491738014,100K
plate_4,F6,PC2,2.78289085643,100K
plate_4,F6,PC3,0.293369227876,100K
plate_4,F6,PC4,-0.789219916972,100K
plate_4,F6,PC5,5.88402299057,100K
plate_3,D2,PC1,0.23813795822,100K
plate_3,D2,PC2,3.0005466844,100K
plate_3,D2,PC3,0.125427823452,100K
plate_3,D2,PC4,-0.653580178562,100K
plate_3,D2,PC5,5.58573716282,100K
plate_5,D7,PC1,1.82127866884,100K
plate_5,D7,PC2,3.03691925428,100K
plate_5,D7,PC3,-0.588069866058,100K
plate_5,D7,PC4,-0.496974356048,100K
plate_5,D7,PC5,5.64314993699,100K
plate_6,C4,PC1,0.970404374061,100K
plate_6,C4,PC2,3.97460693178,100K
plate_6,C4,PC3,-0.09033448906,100K
plate_6,C4,PC4,0.409856909703,100K
plate_6,C4,PC5,5.6310343775,100K
plate_3,E6,PC1,0.0943147401659,100K
plate_3,E6,PC2,2.97724790659,100K
plate_3,E6,PC3,-0.0400740016788,100K
plate_3,E6,PC4,-0.37967625216,100K
plate_3,E6,PC5,5.19631589668,100K
plate_6,H11,PC1,-0.443877002285,100K
plate_6,H11,PC2,3.28847307144,100K
plate_6,H11,PC3,0.136703086295,100K
plate_6,H11,PC4,-0.423957216713,100K
plate_6,H11,PC5,5.04816837908,100K
plate_4,E5,PC1,0.79526185201,100K
plate_4,E5,PC2,3.32116780841,100K
plate_4,E5,PC3,-0.22262999125,100K
plate_4,E5,PC4,-0.339380933274,100K
plate_4,E5,PC5,5.61984081748,100K
plate_6,H5,PC1,-0.206367646511,100K
plate_6,H5,PC2,3.4658895969,100K
plate_6,H5,PC3,0.127692672713,100K
plate_6,H5,PC4,-0.462175692618,100K
plate_6,H5,PC5,5.657748207,100K
plate_5,C5,PC1,0.824440473171,100K
plate_5,C5,PC2,3.04382983087,100K
plate_5,C5,PC3,-0.232907447133,100K
plate_5,C5,PC4,-0.655010933465,100K
plate_5,C5,PC5,5.66491360296,100K
plate_4,F1,PC1,-1.06353713956,100K
plate_4,F1,PC2,2.39412343995,100K
plate_4,F1,PC3,0.0475047049824,100K
plate_4,F1,PC4,-0.667489806048,100K
plate_4,F1,PC5,5.38767307905,100K
plate_5,H4,PC1,0.622906805408,100K
plate_5,H4,PC2,3.63346635105,100K
plate_5,H4,PC3,0.101371396695,100K
plate_5,H4,PC4,-0.21660270261,100K
plate_5,H4,PC5,5.63783436718,100K
plate_4,C6,PC1,0.99049911274,100K
plate_4,C6,PC2,3.0195993128,100K
plate_4,C6,PC3,-0.508818938571,100K
plate_4,C6,PC4,-0.4970540829,100K
plate_4,C6,PC5,5.41904634293,100K
plate_3,F3,PC1,1.11651051205,100K
plate_3,F3,PC2,3.13047573148,100K
plate_3,F3,PC3,-0.173897724159,100K
plate_3,F3,PC4,-0.700704013373,100K
plate_3,F3,PC5,5.85355797314,100K
plate_6,G1,PC1,-0.569903452316,100K
plate_6,G1,PC2,3.21558558698,100K
plate_6,G1,PC3,0.0276709664746,100K
plate_6,G1,PC4,-0.619735372452,100K
plate_6,G1,PC5,5.76358534058,100K
plate_3,D4,PC1,-1.37128369833,100K
plate_3,D4,PC2,2.85872444232,100K
plate_3,D4,PC3,0.194677854562,100K
plate_3,D4,PC4,-0.839855251538,100K
plate_3,D4,PC5,5.6353223572,100K
plate_4,D6,PC1,1.43827521681,100K
plate_4,D6,PC2,3.20573707322,100K
plate_4,D6,PC3,-0.101451962762,100K
plate_4,D6,PC4,0.126747617411,100K
plate_4,D6,PC5,5.78014463377,100K
plate_4,D7,PC1,1.39326307283,100K
plate_4,D7,PC2,3.74883527826,100K
plate_4,D7,PC3,-0.487104775399,100K
plate_4,D7,PC4,0.0720648234369,100K
plate_4,D7,PC5,5.4298769394,100K
plate_3,G12,PC1,0.545965731377,100K
plate_3,G12,PC2,2.95553019453,100K
plate_3,G12,PC3,-0.0151955341037,100K
plate_3,G12,PC4,-0.735407666588,100K
plate_3,G12,PC5,5.71942949895,100K
plate_3,B5,PC1,1.30358511463,100K
plate_3,B5,PC2,2.69048856012,100K
plate_3,B5,PC3,0.457376596825,100K
plate_3,B5,PC4,0.0881847839576,100K
plate_3,B5,PC5,6.15751109945,100K
plate_5,B8,PC1,1.18632146549,100K
plate_5,B8,PC2,3.78780667396,100K
plate_5,B8,PC3,-0.0479196168057,100K
plate_5,B8,PC4,-0.252017778322,100K
plate_5,B8,PC5,5.63086137028,100K
plate_6,G10,PC1,1.06515521597,100K
plate_6,G10,PC2,3.87001517157,100K
plate_6,G10,PC3,0.0295388584915,100K
plate_6,G10,PC4,0.084636918619,100K
plate_6,G10,PC5,5.6469427697,100K
plate_6,F8,PC1,1.36811227215,100K
plate_6,F8,PC2,3.53577923658,100K
plate_6,F8,PC3,-0.0407534351666,100K
plate_6,F8,PC4,-0.26486864624,100K
plate_6,F8,PC5,5.85454311566,100K
plate_5,E3,PC1,0.265871047845,100K
plate_5,E3,PC2,3.5249043885,100K
plate_5,E3,PC3,0.0395574403686,100K
plate_5,E3,PC4,-0.495961059469,100K
plate_5,E3,PC5,5.53248551697,100K
plate_6,D11,PC1,1.07566816892,100K
plate_6,D11,PC2,3.59028582965,100K
plate_6,D11,PC3,0.368194517124,100K
plate_6,D11,PC4,-0.0173185636775,100K
plate_6,D11,PC5,5.18538387713,100K
plate_3,D3,PC1,0.159140582206,100K
plate_3,D3,PC2,2.93253546482,100K
plate_3,D3,PC3,0.128054982789,100K
plate_3,D3,PC4,-0.43343768628,100K
plate_3,D3,PC5,5.80105300378,100K
plate_5,B3,PC1,0.832792662139,100K
plate_5,B3,PC2,3.54248859632,100K
plate_5,B3,PC3,-0.227204423096,100K
plate_5,B3,PC4,-0.387852590643,100K
plate_5,B3,PC5,5.55253908476,100K
plate_5,A1,PC1,-1.61292366658,100K
plate_5,A1,PC2,2.60675221455,100K
plate_5,A1,PC3,-0.0276208805089,100K
plate_5,A1,PC4,-0.822015104145,100K
plate_5,A1,PC5,5.45295614262,100K
plate_6,H7,PC1,0.246258053724,100K
plate_6,H7,PC2,3.17215348786,100K
plate_6,H7,PC3,-0.0373872394177,100K
plate_6,H7,PC4,-0.322033285088,100K
plate_6,H7,PC5,5.82179307675,100K
plate_6,F7,PC1,0.35704084086,100K
plate_6,F7,PC2,3.27410171654,100K
plate_6,F7,PC3,0.125876603618,100K
plate_6,F7,PC4,-0.303418847751,100K
plate_6,F7,PC5,5.64341405743,100K
plate_3,D8,PC1,1.45961831565,100K
plate_3,D8,PC2,2.24776587445,100K
plate_3,D8,PC3,-0.686242648678,100K
plate_3,D8,PC4,0.387070399325,100K
plate_3,D8,PC5,5.6221096193,100K
plate_6,A9,PC1,0.894292840821,100K
plate_6,A9,PC2,3.73721056448,100K
plate_6,A9,PC3,0.0738858917328,100K
plate_6,A9,PC4,-0.358998922333,100K
plate_6,A9,PC5,5.80801088406,100K
plate_3,D5,PC1,1.85929374903,100K
plate_3,D5,PC2,3.37243435029,100K
plate_3,D5,PC3,-0.180613169179,100K
plate_3,D5,PC4,-0.606331386698,100K
plate_3,D5,PC5,5.96189958551,100K
plate_4,G4,PC1,0.690457004476,100K
plate_4,G4,PC2,3.44238511708,100K
plate_4,G4,PC3,0.123003889056,100K
plate_4,G4,PC4,-0.319304685802,100K
plate_4,G4,PC5,5.69370859611,100K
plate_9,G10,PC1,1.3635695001,100K
plate_9,G10,PC2,3.63283694527,100K
plate_9,G10,PC3,-0.146935655828,100K
plate_9,G10,PC4,-0.0949411811848,100K
plate_9,G10,PC5,5.7175011325,100K
plate_10,H1,PC1,1.01821701984,100K
plate_10,H1,PC2,3.77718994524,100K
plate_10,H1,PC3,0.207532871353,100K
plate_10,H1,PC4,-0.371055646908,100K
plate_10,H1,PC5,5.8090079854,100K
plate_10,D4,PC1,-0.0481586354263,100K
plate_10,D4,PC2,3.25675360751,100K
plate_10,D4,PC3,0.0229948661126,100K
plate_10,D4,PC4,-0.657620777004,100K
plate_10,D4,PC5,5.52291465976,100K
plate_9,F2,PC1,-0.159769629903,100K
plate_9,F2,PC2,3.26817068277,100K
plate_9,F2,PC3,0.144314926509,100K
plate_9,F2,PC4,-0.463376506504,100K
plate_9,F2,PC5,5.74493546657,100K
plate_10,G9,PC1,1.38583943674,100K
plate_10,G9,PC2,4.40384521618,100K
plate_10,G9,PC3,-0.298737004558,100K
plate_10,G9,PC4,-0.295017017072,100K
plate_10,G9,PC5,5.45981141042,100K
plate_10,E8,PC1,-0.129691137669,100K
plate_10,E8,PC2,3.37104979403,100K
plate_10,E8,PC3,0.0369734443256,100K
plate_10,E8,PC4,-0.37796524333,100K
plate_10,E8,PC5,5.21158690868,100K
plate_10,D7,PC1,-1.61289942371,100K
plate_10,D7,PC2,2.77096660542,100K
plate_10,D7,PC3,0.404104844203,100K
plate_10,D7,PC4,-0.806019470463,100K
plate_10,D7,PC5,5.93756762614,100K
plate_10,F4,PC1,1.02072953745,100K
plate_10,F4,PC2,3.9402335982,100K
plate_10,F4,PC3,0.119782833205,100K
plate_10,F4,PC4,-0.708364000625,100K
plate_10,F4,PC5,5.79554435948,100K
plate_9,E3,PC1,0.351463470113,100K
plate_9,E3,PC2,3.69692200056,100K
plate_9,E3,PC3,0.252893959227,100K
plate_9,E3,PC4,-0.0899504631525,100K
plate_9,E3,PC5,5.40978234709,100K
plate_9,B7,PC1,-0.999844162229,100K
plate_9,B7,PC2,3.12685818331,100K
plate_9,B7,PC3,0.252842716687,100K
plate_9,B7,PC4,-0.448236076837,100K
plate_9,B7,PC5,5.40900680009,100K
plate_9,E1,PC1,0.380258465467,100K
plate_9,E1,PC2,3.78577528374,100K
plate_9,E1,PC3,0.152306220537,100K
plate_9,E1,PC4,-0.44808199929,100K
plate_9,E1,PC5,5.68499352888,100K
plate_9,A3,PC1,1.27793404013,100K
plate_9,A3,PC2,3.85226772952,100K
plate_9,A3,PC3,0.0970690912544,100K
plate_9,A3,PC4,-0.0382766364294,100K
plate_9,A3,PC5,5.73861753863,100K
plate_10,C10,PC1,1.53812590722,100K
plate_10,C10,PC2,3.74660540095,100K
plate_10,C10,PC3,-0.173628578431,100K
plate_10,C10,PC4,-0.40784764334,100K
plate_10,C10,PC5,5.65522487577,100K
plate_9,A10,PC1,0.89748244805,100K
plate_9,A10,PC2,3.62921557584,100K
plate_9,A10,PC3,-0.16965164603,100K
plate_9,A10,PC4,-0.192614831358,100K
plate_9,A10,PC5,5.43848166245,100K
plate_10,H8,PC1,-1.16226947699,100K
plate_10,H8,PC2,2.67165309421,100K
plate_10,H8,PC3,0.358185352078,100K
plate_10,H8,PC4,-0.352660433432,100K
plate_10,H8,PC5,4.99293189416,100K
plate_9,G2,PC1,0.407258179638,100K
plate_9,G2,PC2,3.72679012971,100K
plate_9,G2,PC3,0.297390579274,100K
plate_9,G2,PC4,-0.335747727334,100K
plate_9,G2,PC5,5.56779766896,100K
plate_9,A4,PC1,1.49891330764,100K
plate_9,A4,PC2,4.31641940432,100K
plate_9,A4,PC3,-0.0123567343259,100K
plate_9,A4,PC4,-0.0835837164726,100K
plate_9,A4,PC5,5.71049324511,100K
plate_10,A10,PC1,1.1806976151,100K
plate_10,A10,PC2,4.09146561249,100K
plate_10,A10,PC3,0.0212718577091,100K
plate_10,A10,PC4,-0.355739449555,100K
plate_10,A10,PC5,5.62783427906,100K
plate_10,F3,PC1,1.12969430885,100K
plate_10,F3,PC2,3.90132411703,100K
plate_10,F3,PC3,0.146722568798,100K
plate_10,F3,PC4,-0.229149368685,100K
plate_10,F3,PC5,5.90538185892,100K
plate_9,E7,PC1,1.43510978267,100K
plate_9,E7,PC2,4.22833914854,100K
plate_9,E7,PC3,-0.128847296597,100K
plate_9,E7,PC4,-0.339214716991,100K
plate_9,E7,PC5,5.65568144278,100K
plate_10,A6,PC1,1.31595532184,100K
plate_10,A6,PC2,4.21508596259,100K
plate_10,A6,PC3,0.179201380607,100K
plate_10,A6,PC4,-0.505717814355,100K
plate_10,A6,PC5,5.84893295183,100K
plate_10,D1,PC1,1.0526823972,100K
plate_10,D1,PC2,4.05846876173,100K
plate_10,D1,PC3,0.0434198010654,100K
plate_10,D1,PC4,-0.407965340098,100K
plate_10,D1,PC5,5.71699557913,100K
plate_10,B9,PC1,1.30245144059,100K
plate_10,B9,PC2,3.93794748094,100K
plate_10,B9,PC3,0.326979784152,100K
plate_10,B9,PC4,-0.0355872327091,100K
plate_10,B9,PC5,5.82659439396,100K
plate_9,G1,PC1,-1.04135806341,100K
plate_9,G1,PC2,2.82898193782,100K
plate_9,G1,PC3,0.22866009341,100K
plate_9,G1,PC4,-0.817317765199,100K
plate_9,G1,PC5,5.85956712837,100K
plate_9,F4,PC1,1.32079277181,100K
plate_9,F4,PC2,3.9997495346,100K
plate_9,F4,PC3,0.00286604864282,100K
plate_9,F4,PC4,-0.344530501417,100K
plate_9,F4,PC5,5.73242913142,100K
plate_9,H1,PC1,-0.0122380022513,100K
plate_9,H1,PC2,2.61375426858,100K
plate_9,H1,PC3,0.18556575836,100K
plate_9,H1,PC4,-0.70833585824,100K
plate_9,H1,PC5,6.03847947543,100K
plate_10,F9,PC1,0.460464302903,100K
plate_10,F9,PC2,3.00570480417,100K
plate_10,F9,PC3,-0.0362309887262,100K
plate_10,F9,PC4,-0.569904984091,100K
plate_10,F9,PC5,5.55781312279,100K
plate_9,H6,PC1,0.902198634877,100K
plate_9,H6,PC2,3.02427738429,100K
plate_9,H6,PC3,-0.0306662796945,100K
plate_9,H6,PC4,-0.767747824519,100K
plate_9,H6,PC5,5.71201515045,100K
plate_10,A1,PC1,1.0870321938,100K
plate_10,A1,PC2,4.172826409,100K
plate_10,A1,PC3,0.0852774366617,100K
plate_10,A1,PC4,-0.624268615018,100K
plate_10,A1,PC5,5.73180990775,100K
plate_10,G1,PC1,1.24639486357,100K
plate_10,G1,PC2,3.99018052089,100K
plate_10,G1,PC3,0.0440080803312,100K
plate_10,G1,PC4,-0.279344105609,100K
plate_10,G1,PC5,5.88040310441,100K
plate_10,D6,PC1,0.603860600656,100K
plate_10,D6,PC2,4.03418388181,100K
plate_10,D6,PC3,0.0503734504848,100K
plate_10,D6,PC4,-0.208519206868,100K
plate_10,D6,PC5,5.42653047951,100K
plate_9,C9,PC1,-0.105060530454,100K
plate_9,C9,PC2,3.25556212294,100K
plate_9,C9,PC3,0.330439075163,100K
plate_9,C9,PC4,-0.331242309071,100K
plate_9,C9,PC5,5.30915872685,100K
plate_10,H6,PC1,0.972276009746,100K
plate_10,H6,PC2,3.81406638276,100K
plate_10,H6,PC3,-0.113579571175,100K
plate_10,H6,PC4,-0.51750898372,100K
plate_10,H6,PC5,5.64861628479,100K
plate_9,H7,PC1,0.313272351517,100K
plate_9,H7,PC2,3.46532193996,100K
plate_9,H7,PC3,-0.239274876822,100K
plate_9,H7,PC4,-0.348123133711,100K
plate_9,H7,PC5,5.26276418417,100K
plate_9,H4,PC1,1.35863370466,100K
plate_9,H4,PC2,3.2009244509,100K
plate_9,H4,PC3,-0.253437654922,100K
plate_9,H4,PC4,-0.539162604379,100K
plate_9,H4,PC5,5.65220506408,100K
plate_10,C8,PC1,1.08651401687,100K
plate_10,C8,PC2,3.74263783679,100K
plate_10,C8,PC3,-0.159846993868,100K
plate_10,C8,PC4,-0.580791311528,100K
plate_10,C8,PC5,5.48507883468,100K
plate_10,A5,PC1,0.587681348523,100K
plate_10,A5,PC2,3.77489637308,100K
plate_10,A5,PC3,-0.00137693496641,100K
plate_10,A5,PC4,-0.301225256167,100K
plate_10,A5,PC5,5.558723464,100K
plate_10,F2,PC1,0.5259918526,100K
plate_10,F2,PC2,2.79560554132,100K
plate_10,F2,PC3,0.12075952722,100K
plate_10,F2,PC4,-0.685136705717,100K
plate_10,F2,PC5,5.98497787343,100K
plate_9,A9,PC1,-0.0751690114071,100K
plate_9,A9,PC2,3.30014420422,100K
plate_9,A9,PC3,0.0400257748889,100K
plate_9,A9,PC4,-0.754703641071,100K
plate_9,A9,PC5,5.63239564817,100K
plate_9,F3,PC1,1.27842940421,100K
plate_9,F3,PC2,4.12576561258,100K
plate_9,F3,PC3,0.199120303884,100K
plate_9,F3,PC4,-0.465349509234,100K
plate_9,F3,PC5,5.85180407306,100K
plate_10,H3,PC1,1.45369980784,100K
plate_10,H3,PC2,4.27721551886,100K
plate_10,H3,PC3,-0.0646271343305,100K
plate_10,H3,PC4,-0.482458663906,100K
plate_10,H3,PC5,5.70730335649,100K
plate_9,C1,PC1,0.233257060702,100K
plate_9,C1,PC2,3.88083780146,100K
plate_9,C1,PC3,0.184229412748,100K
plate_9,C1,PC4,-0.130930001545,100K
plate_9,C1,PC5,5.43780352734,100K
plate_9,H10,PC1,0.601803682423,100K
plate_9,H10,PC2,3.60418151459,100K
plate_9,H10,PC3,0.354944005627,100K
plate_9,H10,PC4,-0.354407982212,100K
plate_9,H10,PC5,5.25587664581,100K
plate_9,D9,PC1,1.54117322562,100K
plate_9,D9,PC2,3.90196427289,100K
plate_9,D9,PC3,-0.00671586080095,100K
plate_9,D9,PC4,-0.453575787618,100K
plate_9,D9,PC5,5.81704797242,100K
plate_9,H2,PC1,0.668851835258,100K
plate_9,H2,PC2,3.79373022441,100K
plate_9,H2,PC3,0.0181170106793,100K
plate_9,H2,PC4,-0.3890116363,100K
plate_9,H2,PC5,5.44792731381,100K
plate_9,D7,PC1,0.262871090655,100K
plate_9,D7,PC2,3.6491673615,100K
plate_9,D7,PC3,0.199725375252,100K
plate_9,D7,PC4,0.0334895210753,100K
plate_9,D7,PC5,5.43501403315,100K
plate_9,H9,PC1,1.00245033805,100K
