rn,comparison,diff,lwr,upr,p adj,time_delta,test,padj_method
41,Neomycin+D-Scour-ColiGuard,1.66776666351963,-3.88867422856104,7.22420755560029,0.946176771360844,t4_t6,anova,TukeyHSD
42,Neomycin+ColiGuard-ColiGuard,-1.65178837910136,-7.42451352897732,4.1209367707746,0.955826249445681,t4_t6,anova,TukeyHSD
43,Neomycin+D-Scour-Neomycin,-3.49633320177518,-9.18831696053716,2.19565055698679,0.458768293277346,t4_t6,anova,TukeyHSD
44,Neomycin+ColiGuard-Neomycin,-6.81588824439617,-12.7191923513209,-0.912584137471433,0.0151980018121789,t4_t6,anova,TukeyHSD
45,Neomycin+ColiGuard-Neomycin+D-Scour,-3.31955504262098,-9.38212908607517,2.7430190008332,0.583979171878285,t4_t6,anova,TukeyHSD
46,D-Scour-Control,-0.52379323992502,-7.39771598500858,6.35012950515854,0.99991178577429,t6_t8,anova,TukeyHSD
47,ColiGuard-Control,1.10513357479744,-5.76878917028612,7.97905631988099,0.996689276057785,t6_t8,anova,TukeyHSD
48,Neomycin-Control,1.76343718940182,-5.26597358595911,8.79284796476274,0.97479045333201,t6_t8,anova,TukeyHSD
49,Neomycin+D-Scour-Control,-1.47015226585285,-8.68921510516858,5.74891057346289,0.990061516630536,t6_t8,anova,TukeyHSD
50,Neomycin+ColiGuard-Control,-3.0983537427689,-10.5541697832741,4.35746229773635,0.816516137411752,t6_t8,anova,TukeyHSD
51,ColiGuard-D-Scour,1.62892681472246,-4.60905643155985,7.86691006100477,0.970015158732897,t6_t8,anova,TukeyHSD
52,Neomycin-D-Scour,2.28723042932684,-4.12168811628458,8.69614897493826,0.893628183762271,t6_t8,anova,TukeyHSD
53,Neomycin+D-Scour-D-Scour,-0.946359025927826,-7.56273940748927,5.67002135563361,0.998100788388924,t6_t8,anova,TukeyHSD
54,Neomycin+ColiGuard-D-Scour,-2.57456050284388,-9.44848324792743,4.29936224223968,0.872773857417983,t6_t8,anova,TukeyHSD
55,Neomycin-ColiGuard,0.658303614604378,-5.75061493100704,7.0672221602158,0.9996173595614,t6_t8,anova,TukeyHSD
56,Neomycin+D-Scour-ColiGuard,-2.57528584065028,-9.19166622221172,4.04109454091115,0.853845717059942,t6_t8,anova,TukeyHSD
57,Neomycin+ColiGuard-ColiGuard,-4.20348731756634,-11.0774100626499,2.67043542751722,0.463777618695865,t6_t8,anova,TukeyHSD
58,Neomycin+D-Scour-Neomycin,-3.23358945525466,-10.0113686857176,3.54418977520824,0.715020082587422,t6_t8,anova,TukeyHSD
59,Neomycin+ColiGuard-Neomycin,-4.86179093217071,-11.8912017075316,2.16761984319021,0.32713297283542,t6_t8,anova,TukeyHSD
60,Neomycin+ColiGuard-Neomycin+D-Scour,-1.62820147691605,-8.84726431623179,5.59086136239969,0.984235773343418,t6_t8,anova,TukeyHSD
61,D-Scour-Control,0.0900492473412839,-7.874336642549,8.05443513723156,0.999999993455952,t2_t6,anova,TukeyHSD
62,ColiGuard-Control,-2.58873125358658,-10.5531171434769,5.3756546363037,0.925836195219942,t2_t6,anova,TukeyHSD
63,Neomycin-Control,0.538700511907365,-7.60583966838044,8.68324069219517,0.999956192396477,t2_t6,anova,TukeyHSD
64,Neomycin+D-Scour-Control,0.213766863132626,-8.15051134421267,8.57804507047792,0.999999614946934,t2_t6,anova,TukeyHSD
65,Neomycin+ColiGuard-Control,-3.59636076852397,-12.2349501552157,5.04222861816775,0.815390386575541,t2_t6,anova,TukeyHSD
66,ColiGuard-D-Scour,-2.67878050092786,-9.90634292641434,4.54878192455861,0.877568231086319,t2_t6,anova,TukeyHSD
67,Neomycin-D-Scour,0.448651264566081,-6.97696323926746,7.87426576839962,0.999972026858696,t2_t6,anova,TukeyHSD
68,Neomycin+D-Scour-D-Scour,0.123717615791342,-7.54226998797453,7.78970521955721,0.999999961255491,t2_t6,anova,TukeyHSD
69,Neomycin+ColiGuard-D-Scour,-3.68641001586525,-11.6507959057555,4.27797587402503,0.739967470437384,t2_t6,anova,TukeyHSD
70,Neomycin-ColiGuard,3.12743176549395,-4.2981827383396,10.5530462693275,0.808040737130266,t2_t6,anova,TukeyHSD
71,Neomycin+D-Scour-ColiGuard,2.80249811671921,-4.86348948704666,10.4684857204851,0.883624727195101,t2_t6,anova,TukeyHSD
72,Neomycin+ColiGuard-ColiGuard,-1.00762951493738,-8.97201540482766,6.95675637495289,0.998946749849186,t2_t6,anova,TukeyHSD
73,Neomycin+D-Scour-Neomycin,-0.324933648774739,-8.17792404010536,7.52805674255588,0.999995741586916,t2_t6,anova,TukeyHSD
74,Neomycin+ColiGuard-Neomycin,-4.13506128043133,-12.2796014607191,4.00947889985647,0.659182123199874,t2_t6,anova,TukeyHSD
75,Neomycin+ColiGuard-Neomycin+D-Scour,-3.81012763165659,-12.1744058390019,4.5541505756887,0.752530595692571,t2_t6,anova,TukeyHSD
76,D-Scour-Control,-4.66735935068885,-12.0440795367494,2.70936083537172,0.42636642945612,t4_t8,anova,TukeyHSD
77,ColiGuard-Control,-4.78776834470232,-12.1644885307629,2.58895184135825,0.39781548587431,t4_t8,anova,TukeyHSD
78,Neomycin-Control,-0.443052719251689,-7.98663420622785,7.10052876772447,0.999975847696772,t4_t8,anova,TukeyHSD
79,Neomycin+D-Scour-Control,-4.91334042241702,-12.4569219093932,2.63024106455913,0.393880112892402,t4_t8,anova,TukeyHSD
80,Neomycin+ColiGuard-Control,-9.46156768874014,-17.4627441245514,-1.46039125292893,0.012041227296225,t4_t8,anova,TukeyHSD
81,ColiGuard-D-Scour,-0.120408994013474,-6.8146734831031,6.57385549507615,0.999999933819712,t4_t8,anova,TukeyHSD
82,Neomycin-D-Scour,4.22430663143716,-2.65339632791652,11.1020095907908,0.45969231135064,t4_t8,anova,TukeyHSD
83,Neomycin+D-Scour-D-Scour,-0.245981071728174,-7.12368403108185,6.6317218876255,0.999997953641371,t4_t8,anova,TukeyHSD
84,Neomycin+ColiGuard-D-Scour,-4.79420833805129,-12.1709285241119,2.58251184800928,0.396312922452083,t4_t8,anova,TukeyHSD
85,Neomycin-ColiGuard,4.34471562545063,-2.53298733390304,11.2224185848043,0.428150304926228,t4_t8,anova,TukeyHSD
86,Neomycin+D-Scour-ColiGuard,-0.1255720777147,-7.00327503706838,6.75213088163898,0.99999992868622,t4_t8,anova,TukeyHSD
87,Neomycin+ColiGuard-ColiGuard,-4.67379934403782,-12.0505195300984,2.70292084202275,0.424818376659464,t4_t8,anova,TukeyHSD
88,Neomycin+D-Scour-Neomycin,-4.47028770316533,-11.5266620515342,2.58608664520354,0.424955102498956,t4_t8,anova,TukeyHSD
89,Neomycin+ColiGuard-Neomycin,-9.01851496948845,-16.5620964564646,-1.47493348251229,0.010807320110665,t4_t8,anova,TukeyHSD
90,Neomycin+ColiGuard-Neomycin+D-Scour,-4.54822726632312,-12.0918087532993,2.99535422065304,0.480408540069831,t4_t8,anova,TukeyHSD
91,D-Scour-Control,0.149325144563548,-8.65152311864952,8.95017340777662,0.999999950560433,t0_t8,anova,TukeyHSD
92,ColiGuard-Control,0.144275118191125,-8.65657314502195,8.9451233814042,0.999999958369427,t0_t8,anova,TukeyHSD
93,Neomycin-Control,3.64351258346255,-5.35641073659426,12.6434359035194,0.832824743945292,t0_t8,anova,TukeyHSD
94,Neomycin+D-Scour-Control,1.16307877056867,-7.83684454948814,10.1630020906255,0.998840220927242,t0_t8,anova,TukeyHSD
95,Neomycin+ColiGuard-Control,-3.93025220474963,-13.4761124194063,5.61560800990705,0.822839376908353,t0_t8,anova,TukeyHSD
96,ColiGuard-D-Scour,-0.00505002637242313,-7.99168968685766,7.98158963411281,1,t0_t8,anova,TukeyHSD
97,Neomycin-D-Scour,3.494187438899,-4.71130478772809,11.6996796655261,0.801519464198779,t0_t8,anova,TukeyHSD
98,Neomycin+D-Scour-D-Scour,1.01375362600513,-7.19173860062197,9.21924585263222,0.999066720212873,t0_t8,anova,TukeyHSD
99,Neomycin+ColiGuard-D-Scour,-4.07957734931318,-12.8804256125262,4.7212709138999,0.739559825866132,t0_t8,anova,TukeyHSD
100,Neomycin-ColiGuard,3.49923746527143,-4.70625476135567,11.7047296918985,0.800564568117966,t0_t8,anova,TukeyHSD
101,Neomycin+D-Scour-ColiGuard,1.01880365237755,-7.18668857424955,9.22429587900465,0.99904402444853,t0_t8,anova,TukeyHSD
102,Neomycin+ColiGuard-ColiGuard,-4.07452732294075,-12.8753755861538,4.72632094027232,0.740550326920946,t0_t8,anova,TukeyHSD
103,Neomycin+D-Scour-Neomycin,-2.48043381289388,-10.8990912056163,5.93822357982853,0.950361795913445,t0_t8,anova,TukeyHSD
104,Neomycin+ColiGuard-Neomycin,-7.57376478821218,-16.573688108269,1.42615853184464,0.144743813732333,t0_t8,anova,TukeyHSD
105,Neomycin+ColiGuard-Neomycin+D-Scour,-5.0933309753183,-14.0932542953751,3.90659234473851,0.549899914334245,t0_t8,anova,TukeyHSD
