isolation_source,collection_date,Cohort,pc1,pc2,pc3,pc4,pc5
14183,t0,ColiGuard,1.10974002667215,3.72476416959931,0.297847714696526,-1.1625364266621,5.1914638643687
14306,t0,ColiGuard,0.886262921845223,3.45883634069647,0.475202233201711,-1.11867221953255,5.05674781447664
29901,t0,ColiGuard,1.65028389904433,2.41996040529322,-0.339894760696109,-0.876327741697241,5.41451372395836
14163,t0,ColiGuard,1.8458160789798,1.8088281768655,-0.331601028625717,-0.835815062616802,5.42741229732225
14308,t0,ColiGuard,1.55349071853919,2.09768981105545,0.207739027804794,-0.826505320433666,5.17746842279322
29700,t0,ColiGuard,0.846016206362699,2.32110385699889,-0.0413045413303981,-0.699309249326468,5.19492508797035
29704,t0,ColiGuard,1.38099860241064,2.65910562500599,-0.0879608545428192,-0.852816185364967,5.28334037247632
29863,t0,ColiGuard,1.75012742669877,3.49820736486365,0.788082653249197,-1.20991537965761,5.14741927819918
29692,t0,ColiGuard,1.88917542410262,2.81548375480531,0.282367463477619,-0.781811969816948,5.32897995544725
14231,t0,ColiGuard,1.56479544571252,3.09534731182321,0.624921328613281,-0.912844866240564,5.37086433069746
14288,t0,ColiGuard,1.51777052213914,1.38546762205558,-0.639098496881536,-0.547541060210817,5.42804795080648
14305,t0,Neomycin,0.86516794827543,2.96471075985774,0.620199905135317,-0.750773574664481,4.96355176626528
29949,t0,Neomycin,0.866055341928158,2.11481124526026,0.664527717464074,-0.623848011355648,4.76274199952024
29781,t0,Neomycin,1.80733592626858,0.867279247667979,-0.486769316782441,-0.0600519460881885,5.44676015234826
29668,t0,Neomycin,1.8409135668698,1.92589448446949,-0.0989481910749803,-0.691805205341034,5.60568067131634
14265,t0,Neomycin,1.75255438196753,1.86805113238768,-0.321066540868949,-0.650003361935477,5.59969689621556
29653,t0,Neomycin,2.07409020690208,2.59280128538644,-0.425307829485805,-1.04354192364896,5.61512233381119
29793,t0,Neomycin,1.74111523480555,1.89891411110547,0.137293453127186,-0.893975902696407,5.25693132189459
14208,t0,Neomycin,1.78699049933355,2.45220712493308,0.38038956009009,-0.626764408952742,5.30519383897949
14190,t0,Neomycin,1.83626954252459,3.59153509380181,0.15058986560191,-1.16755137263032,5.50609611991347
29797,t0,Neomycin,1.51484837191249,1.77558564481746,0.29975866349544,-0.537285337335904,5.22938018305923
29796,t0,Neomycin,1.9491738770336,2.38230662636446,0.0221163303080307,-0.910556326002093,5.30650459830635
29777,t0,Neomycin,1.96566852871172,2.65180766596066,0.329637745879639,-0.830879255970979,5.5646119739413
29847,t0,Neomycin,1.94628087304839,2.40406058017771,0.82215636244826,-0.472861177108476,5.20958103660263
14192,t0,Neomycin,1.73776878723727,3.13222178892316,0.0625407883280632,-0.831447770352182,5.63044063046375
29753,t0,Neomycin,1.92433915444387,2.24157202801216,-0.308812634244066,-0.837792486370125,5.31517029046209
29743,t0,Neomycin,1.87866848241031,2.43684556529808,0.303824440106803,-0.735288550429067,5.64871029729177
29718,t0,Neomycin,1.63785037356895,2.78544125358641,-0.0707941690758974,-0.768518542909646,5.69588059513429
29694,t0,Neomycin,1.74777469309229,3.00861710590571,-0.0169335645180787,-1.09672498117706,5.63729825981759
14195,t0,Neomycin+ColiGuard,1.63719954345387,3.34572271705097,-0.0345668578771921,-1.04830509140388,5.49368473083117
14295,t0,Neomycin+D-Scour,1.62059733624289,3.1930344793236,0.386978601102393,-0.787870204525938,5.35458730183861
29652,t0,Neomycin+D-Scour,1.73039950775828,2.89409929106086,1.01588616012546,-0.852371032043598,5.18192184787146
14194,t0,Neomycin+D-Scour,1.54293280536202,3.13815362625394,0.118388803147983,-0.78134370361066,5.50642379817744
14320,t0,Neomycin+D-Scour,2.10476902673781,2.42157855618432,-0.548322669121948,-0.899810811308337,5.52664373673211
14287,t0,Neomycin+D-Scour,1.25313109768213,2.28838018034886,0.174441902776705,-0.691319134006192,5.22682239854003
29951,t0,Neomycin+D-Scour,1.86586484950263,1.30899577283346,0.37331781286909,-0.313867111953694,5.11335395259973
29703,t0,Neomycin+D-Scour,1.75642899873875,3.44588203852486,0.480688530876018,-0.983284529158995,5.4497002413197
29934,t0,Neomycin+D-Scour,0.838166045658094,2.41856174066735,1.19895200989987,0.550497915996357,5.5223449458122
14193,t0,Neomycin+D-Scour,1.66447390523659,3.22559208585943,0.0481506361838597,-1.00810283353129,5.66587682456599
29865,t0,Neomycin+D-Scour,2.09671268723071,2.10059052708507,-0.253823402239384,-0.76216789292024,5.66393013320352
14201,t0,Neomycin+D-Scour,1.43150972822924,3.0358583437717,0.139025974299736,-0.856766220653597,5.39615767349959
29667,t0,Neomycin+D-Scour,1.69700879246055,2.54171806497084,0.118900375093767,-0.754851111234192,5.64567727484999
14298,t0,Neomycin+D-Scour,1.53516979015279,2.56336426197389,0.474719131324916,-0.581048987488404,4.9925339947899
29931,t0,Neomycin+D-Scour,1.29772413539951,1.89539511820545,-0.117505042231263,-1.30623235264144,5.23764719670027
29754,t0,Neomycin+D-Scour,2.17761016747503,1.33463883155819,-0.345470922767289,-0.609206635957225,5.53293840169837
29691,t0,Neomycin+D-Scour,1.50838889956461,3.35122299876114,0.157285329479188,-0.906145791743476,5.60538288675539
14174,t0,Neomycin+D-Scour,1.8723738916468,3.62789665385951,-0.497420113736646,-1.28668096427018,5.25031945894011
29961,t0,Neomycin+D-Scour,2.12036723600051,2.39429269324106,-0.433742994655551,-1.02944027046218,5.6597140486119
14297,t0,Neomycin+ColiGuard,2.15601195946174,2.52757141424584,-0.261428324564882,-1.10452812475296,5.48302328782069
29679,t0,Neomycin+ColiGuard,1.95039652385036,1.63328198408127,-0.756520919139017,-0.715670237392481,5.61452271266591
29943,t0,Neomycin+ColiGuard,1.62773050709132,2.25150010635386,1.03531712914219,-0.947680408029201,4.76421046663572
14263,t0,Neomycin+ColiGuard,1.84848518798403,2.93279599567591,0.146459803747496,-1.00813496394534,5.27976079276768
29702,t0,Neomycin+ColiGuard,1.13389666817404,2.52027255287114,1.61079224524057,-0.140164292861196,4.51527703372847
29900,t0,Neomycin+ColiGuard,1.21463226870623,3.31558396762355,0.704764290987346,-0.792982418892682,4.87944962501109
29745,t0,Neomycin+ColiGuard,1.26381764240933,2.89944332986936,0.175486530162816,-0.768897939256263,5.53731786731492
29645,t0,Neomycin+ColiGuard,1.73286726073451,2.59814161360892,-0.194229579266146,-0.561398912678271,5.39767731545482
29655,t0,Neomycin+ColiGuard,1.45290870819172,3.21972705141872,-0.00627680866930074,-1.08046960020963,5.27588065616426
14171,t0,Neomycin+ColiGuard,2.04013974460619,2.18684901688186,-0.285352846892045,-0.694290411766718,5.43461373811769
29693,t0,Neomycin,1.59972785657344,2.77635481143538,0.116484056430124,-0.651298889464426,5.46936785836134
29946,t0,Neomycin,0.541100064554525,3.14956489099876,-0.0318035896965887,-0.238155315420183,5.58288235041946
29715,t0,Neomycin+ColiGuard,1.56405717594316,3.92417992876008,-0.163546547341041,-1.32581785822422,5.13046775749679
14260,t0,Neomycin+ColiGuard,1.29605773813372,3.24883026269087,0.010328322636747,-1.0330660900954,5.10204864139234
29643,t0,Neomycin+ColiGuard,1.45181566184452,3.19962925256821,0.331414154421876,-0.709626836753167,5.58456408535318
14261,t0,Neomycin+ColiGuard,1.71836322651113,3.15532921825716,-0.0381251453653249,-1.1317058588391,5.45129907623617
29633,t0,Neomycin,1.51939243767291,3.09532422815126,0.147937453382757,-0.833601177459413,5.59863584392415
14186,t0,Neomycin+ColiGuard,2.11067402678271,2.60330579693122,-0.156420565478655,-1.07733807086042,5.63489461720968
29646,t0,Neomycin+ColiGuard,1.55532761732321,3.42175876780055,0.0505922046283945,-0.991006148223823,5.21923810327639
29647,t0,Neomycin,1.74877306343474,2.66403532510388,-0.47525229001217,-0.933608246312026,5.66612972218611
29804,t0,Neomycin,1.65534175058905,3.31249755265262,-0.214125540704607,-1.13915437424473,5.47483748211336
14207,t0,Neomycin,1.89682271366279,2.69417103211564,0.0682448916311511,-0.792817808232221,5.54713737199212
14274,t0,Neomycin+ColiGuard,1.78840314030468,2.46219227507074,-0.141567349618717,-0.687597525044578,5.32571756583061
14162,t0,ColiGuard,1.86323561977164,3.06799363319629,-0.281573506846009,-1.14468606379451,5.29423743355248
14262,t0,D-Scour,1.89890579710903,2.54517370387486,-0.224550889967269,-0.882220395059424,5.34541421431225
14322,t1,Control,1.74674394782879,3.39739087013779,0.0700515570684683,-0.631906020595547,5.63088067663594
14187,t1,Control,1.41545303158929,2.74289100776683,0.420376903982758,-0.556927821818062,5.80179837010728
29665,t1,Control,1.32035484823363,2.6987490914459,0.456269500840955,-0.676857936765555,5.09913803836801
29705,t1,Control,2.26585959665101,2.95707804508972,0.225350622696115,-1.09375415764694,5.40453840198801
29654,t1,Control,2.27923907777101,3.29031826613127,0.00985476296671305,-1.17676024598423,5.46841583578786
14184,t1,Control,1.87928108044294,3.11785702359421,0.105171642449749,-1.10609525767894,5.56486241125612
29666,t1,Control,1.29192704158097,3.57882191747594,0.580286758136754,-0.392193993586165,5.55545281735908
29948,t1,Control,1.58049314318959,3.08669838667618,0.575563008855746,-0.949408468036883,5.40126297478952
14159,t1,D-Scour,1.4531540117564,2.97287086616016,0.54007212274875,-0.339375114796164,5.5476450447174
29752,t1,D-Scour,2.46517661347212,1.56621050267318,0.33680168953998,-0.921170452471963,5.47728535376775
29875,t1,D-Scour,1.51500005815062,3.30678720422132,0.300413076880194,-0.669573545220464,5.69281064442445
14276,t1,D-Scour,1.78304758371825,0.804391712449597,-0.4001827794055,-0.172873941182621,5.83482176778191
29864,t1,D-Scour,2.35151502685516,2.26961753935011,-0.123734654866308,-1.03553960642465,5.72537986995073
14317,t1,D-Scour,2.05934867181424,2.95039233234613,0.126065678910831,-0.947016006611156,5.54668899417927
29742,t1,D-Scour,1.85130048647716,2.17595592054545,0.724008284395856,-0.660250429081233,5.23995460072707
29846,t1,D-Scour,1.15641855658279,2.4815572290531,0.0335479891018953,-0.992064885945668,5.46283922774641
29924,t1,ColiGuard,2.10652694031467,2.32052823930264,0.116774865363193,-0.844127915350107,5.7304547365877
14209,t1,ColiGuard,1.2382848637214,3.2908447826317,0.59153963282463,-0.257142883142061,5.7683685507419
14188,t1,ColiGuard,1.81423790434427,2.83666127256641,0.0274088227606606,-1.1569795011004,5.52154434227474
14306,t1,ColiGuard,2.13449835464362,2.1722711195381,0.117546935675867,-0.896362019011653,5.34365700511873
14308,t1,ColiGuard,2.40881452239253,0.628789658686072,-0.425828597363123,-0.504103383482302,5.66202119038416
29700,t1,ColiGuard,1.17809497797655,4.72263479581199,-0.278164565982364,-0.719022168027181,5.26357495241714
29704,t1,ColiGuard,1.87332722983132,3.16804926138931,0.0880642471265234,-0.790667384675043,5.5516940930267
14288,t1,ColiGuard,2.25752349184471,1.46377913812559,0.336215432081176,-0.745334190879552,5.40672465685841
29781,t1,Neomycin,2.46776012372207,0.984589646224694,1.73875561529074,-0.851377057344643,4.46626724085417
29668,t1,Neomycin,1.92348411871057,2.42145952584119,0.299741790026793,-0.647722762166167,5.52812322624868
14265,t1,Neomycin,1.78630558520331,2.81108095641748,-0.0126260789876886,-0.656904856822681,5.67130823089247
14208,t1,Neomycin,1.73896024356446,3.11132466275961,0.288782511840497,-0.93402079952932,5.49013472208137
29796,t1,Neomycin,2.23862212532592,2.76907634701812,0.268868301799976,-1.11823045812864,5.51566659046666
29847,t1,Neomycin,1.95698964821242,2.27051060355876,-0.321918764416495,-0.602266350873869,5.64111739472512
29753,t1,Neomycin,1.85061341213854,3.26534350095904,-0.215877640545137,-1.10735528026624,5.5516677294599
29694,t1,Neomycin,1.77815120975437,2.77488861725055,0.293128029799573,-0.613599272159417,5.58712475480254
29652,t1,Neomycin+D-Scour,2.13658185096465,2.75159383779783,0.931021510565987,-0.939712169419276,5.46540688868437
14320,t1,Neomycin+D-Scour,1.15511306009825,2.60961120046896,-0.210705152310704,-0.62488626647002,5.4821696659449
29951,t1,Neomycin+D-Scour,1.84180615436272,2.63781454517798,0.261353735347428,-0.706797637174006,5.45987958459758
29934,t1,Neomycin+D-Scour,1.99596637686502,2.36164991412962,0.518297252490119,-0.657771305877368,5.6874788394524
29865,t1,Neomycin+D-Scour,1.63544403865523,2.53297833624942,0.115209517373938,-0.523475844924155,5.63131306758168
29667,t1,Neomycin+D-Scour,1.66181147852215,3.13707795077742,0.505111180037003,-0.798696963676124,5.43092566891866
29931,t1,Neomycin+D-Scour,0.339424414955661,2.74461315096206,0.127621078086692,-0.658350718881603,5.74570190536298
29961,t1,Neomycin+D-Scour,2.13321292629767,2.32522923305393,-0.114397497396203,-0.840845543166205,5.55010036288896
14263,t1,Neomycin+ColiGuard,1.60715619800153,3.20115176720471,0.294453639543784,-1.01182304147471,5.34786848112815
29702,t1,Neomycin+ColiGuard,1.40965440969482,2.68821519578198,-0.374684982207692,-0.692741994521995,5.63318655153561
29715,t1,Neomycin+ColiGuard,1.86398966679205,2.35868313818175,0.120190373845327,-0.46658858099314,5.63563458999104
14260,t1,Neomycin+ColiGuard,1.62747799394293,3.92722522030345,-0.178550242025569,-1.21265409208265,5.62077888195634
29643,t1,Neomycin+ColiGuard,1.472599429317,2.85188093435196,0.402034728044809,-0.582449177403663,5.40557019436725
14261,t1,Neomycin+ColiGuard,2.11363415105185,3.16741618121308,-0.0362644069770165,-1.09916852154702,5.62337061426149
14186,t1,Neomycin+ColiGuard,1.38336657740408,2.51769342179537,0.345854709182317,-0.00449060139009216,6.32688118370216
29646,t1,Neomycin+ColiGuard,1.62583443634066,2.4540603320835,0.0903995690212893,-0.658928271751499,5.39177575951911
14277,t2,Control,0.938587006298949,2.31536276427355,0.440600082630386,-0.0411612510015709,5.63312696844959
14204,t2,Control,1.95330603253485,1.7412641185443,0.709437986325265,-0.00793130065480885,6.12886881707155
14182,t2,Control,1.56252315878236,1.9493308014851,0.171076210393945,-0.143473876033934,5.89621533178771
29945,t2,Control,2.37151954304089,3.06449112022066,0.0675475082274716,-1.0144810829947,5.80307346488616
14271,t2,Control,1.64672462569826,3.02262617535283,0.713688095454343,-0.702464874798988,5.41939156108791
29867,t2,Control,2.14657724648163,2.92392358402478,0.346037137426746,-0.525250266430474,5.69961579470474
14192,t2,Neomycin,1.54053488950672,2.60364850482795,0.551288740493176,-0.221385893324287,6.03101666000709
29693,t2,Neomycin,1.42957408240382,2.49390219699828,0.554104910601299,-0.859816890086321,5.46305471508014
29946,t2,Neomycin,2.2650390145247,2.48176622029152,0.477592824250634,-0.985532300789983,5.6565732312212
29647,t2,Neomycin,1.77069099901909,3.17925453270039,0.636321450000154,-0.83802881561219,5.73352994634093
29804,t2,Neomycin,1.66735564354872,2.98679494506597,0.147603157124107,-1.15160828190364,5.45227031746969
14207,t2,Neomycin,1.37012430078585,2.15129865608318,0.692283379925345,-0.73288751902336,5.80395978218718
29912,t2,Control,-1.02189761531373,2.43817071449123,0.132207960417199,-0.16799626228475,5.86949862343323
14160,t2,Control,0.904359093323518,3.24121752882829,0.132978688049172,-0.496925006608998,5.33663362692882
29707,t2,Control,0.369160757636892,3.59355122327283,0.0432225477247074,-0.438146882806768,5.49147360599295
14322,t2,Control,-0.00381982023036431,3.29304960398169,-0.0689198790481039,-0.51871770233471,5.1879681402818
29913,t2,Control,0.823783641969492,3.74489055076882,-0.147246143976051,-0.773422727018536,5.45686812767857
14187,t2,Control,1.64725488321098,3.01889133056374,-0.0571387738181192,-0.65694994777269,5.66320180306887
14286,t2,Control,1.0183905454474,2.98686634232304,-0.0408325161203701,-0.291191362101837,5.57493406853858
29962,t2,Control,0.930499263485232,3.31702402055935,-0.263154069528681,-0.752399366697259,5.49263374447255
29665,t2,Control,0.717933760054457,3.47070803203374,0.0171131688696366,-0.717916609946889,5.66233769062352
29939,t2,Control,1.18749826836975,2.158281421213,-0.114247521914573,-0.416436139175936,5.74772238431999
14161,t2,Control,1.70318961448463,3.00073402246844,0.205079704924126,-0.753664476628172,5.60344496800543
29705,t2,Control,0.828270192836695,2.89216281678236,0.229329959636666,-0.240316039075794,5.67541603527939
29654,t2,Control,1.14465669726619,3.49937091995488,0.0790665574517974,-0.700132969341414,5.64398737193586
29898,t2,Control,0.71260815316542,3.14997559079835,0.13720648582902,-0.379061619929157,5.79035799057476
29631,t2,Control,1.30111290442205,2.63584906877053,0.137424290306181,-0.631700251053512,5.59986007942182
29666,t2,Control,1.60652459853376,2.83610045925138,0.266532850478038,-0.879131083705382,5.81795970381663
29948,t2,Control,0.180089015124785,3.2010753247918,0.207564636991957,-0.721719284097793,5.73015938257115
14233,t2,D-Scour,0.333862116290563,3.24661246032549,0.0525482977819674,-0.709814014431581,5.57822732133299
29792,t2,D-Scour,2.19493587085314,3.15142381142653,-0.00347329261891356,-1.08021922781842,5.49875600717016
14159,t2,D-Scour,0.0440296547257637,2.6104628802939,0.125344213852512,-0.791223725312659,5.7499348409417
14205,t2,D-Scour,-0.180984006690347,2.43609107770869,0.551175075395872,-0.526704686776885,5.63434803936229
29752,t2,D-Scour,1.52010132451969,2.21290607573693,0.326336764136356,-0.763505458740933,5.53177652526955
29875,t2,D-Scour,1.35717109228593,3.53430650024105,0.040837493352488,-0.661423173291207,5.65408867617993
29644,t2,D-Scour,1.16215023411516,3.31104811469133,0.925442127909295,-0.390058370214756,5.87792759114476
29914,t2,D-Scour,1.19318572933414,2.26313873710461,0.0392365931639069,-0.0878431483961643,5.73003667771502
14276,t2,D-Scour,0.882177995391598,2.75131917346836,0.175572673668077,-0.795186765651554,5.47195293455066
14172,t2,D-Scour,0.0703421886077077,3.6131966296037,0.268571037191489,-0.410491845127433,5.61953986087946
14262,t2,D-Scour,1.46095478108921,2.82242081908823,0.733006827173348,-0.743544291655034,5.24185327398647
29765,t2,D-Scour,1.86280186062112,3.51914879218178,0.233797070727057,-1.16547845732508,5.55950469984978
29864,t2,D-Scour,0.54071150125059,2.95863451646503,0.59390502184332,-0.869178312375138,5.56396818973691
29778,t2,D-Scour,1.4806429551519,2.80254817338787,0.201547594019969,-0.83400443021251,5.75907487767476
14317,t2,D-Scour,0.635185968099363,3.29555297521438,0.396070586323877,-0.594159032177255,5.52375252293402
29742,t2,D-Scour,1.5161554327149,2.58045035090806,0.795589375683863,-0.625006338601153,5.26986814006344
14273,t2,D-Scour,-0.656008732497603,3.44850598095159,-0.0429042528900587,-0.749135911267895,5.31284288782528
29846,t2,D-Scour,1.79954667994053,2.9855606104564,0.361547242055799,-0.589034477677857,5.73999423504364
29961,t2,Neomycin+D-Scour,0.870957701966591,3.43628940729062,-0.0342889553076065,-0.634832499686615,5.60979765582603
14295,t2,Neomycin+D-Scour,1.87884412850257,3.45531500576496,0.268405995136942,-0.943423658002486,5.56046923334026
29652,t2,Neomycin+D-Scour,1.88073201493307,3.02375779188783,-0.0315367822147069,-0.841947814695927,5.54942092496922
14194,t2,Neomycin+D-Scour,1.28913237720869,2.56361937230084,0.247798186585914,-0.639791534792063,5.85362254524097
29691,t2,Neomycin+D-Scour,1.4119181121388,2.62182621444224,-0.0439380529267401,-0.460726713338667,5.74530681169856
14174,t2,Neomycin+D-Scour,0.642707349549886,4.07659896398334,-0.239999488554384,-0.604685749608907,5.09392233333312
29951,t2,Neomycin+D-Scour,1.72823247473565,2.52961986554337,0.777446282646198,-0.62795341504067,5.3279309900803
29703,t2,Neomycin+D-Scour,-0.618136139190024,3.12676864885943,0.101996460057617,-0.726326014121127,5.65490187192203
29934,t2,Neomycin+D-Scour,0.991329822923213,3.32775573147714,-0.0631462066836616,-0.506515023605156,5.67715646986454
14193,t2,Neomycin+D-Scour,1.62203144700083,2.33684198837363,-0.322869302247276,-0.664793829849754,5.62034450672118
29865,t2,Neomycin+D-Scour,2.09112306472078,2.89527877055298,0.755970362711267,-0.986305194319793,5.36580227323313
14201,t2,Neomycin+D-Scour,1.73578114781519,3.20849050377424,0.388649458746376,-0.952474591221951,5.63238095169084
29667,t2,Neomycin+D-Scour,1.58430781826137,3.24212917128163,0.0244793749276464,-0.676609730003521,5.54670209765291
14298,t2,Neomycin+D-Scour,1.52860807745064,3.17362539982181,0.251268499721012,-0.810706382279892,5.4665017836479
29931,t2,Neomycin+D-Scour,0.0763162513033746,3.47854359563463,-0.162207161815944,-0.644125728121556,5.49053938531301
29754,t2,Neomycin+D-Scour,0.588441844532207,3.37863071874975,0.136947404937272,-0.36297010647562,5.74774996190974
14320,t2,Neomycin+D-Scour,0.678128880650295,3.82420889978885,0.303765371486919,-0.288889521021984,5.45967682942002
14287,t2,Neomycin+D-Scour,1.48402653416591,3.17446332338618,0.196336307252032,-0.443761227610799,5.55937652839114
29924,t2,ColiGuard,1.35331163588278,3.38975611854875,0.0727931799269873,-0.749428979883252,5.61472173111753
14209,t2,ColiGuard,0.422020975089868,2.15333204428614,1.00313635122209,0.299927857181765,5.9969036685679
29863,t2,ColiGuard,1.44830716612397,2.4088403038892,-0.223236370482672,-0.510903189650507,5.85996354539724
29692,t2,ColiGuard,1.18393769328516,2.92239775971738,-0.0560189833707265,-0.616383679754338,5.8113239346155
14188,t2,ColiGuard,1.89584174017182,2.58673642538302,-0.100312839537171,-0.723581462030286,5.77914278357789
14307,t2,ColiGuard,1.64690474435657,3.62908454993103,-0.206868646671784,-1.06321247054765,5.56203521776791
14183,t2,ColiGuard,1.34383223401667,3.38780226734107,0.213688846227063,-0.826012553162565,5.57325253690305
14306,t2,ColiGuard,1.9920886592944,4.05597433212953,-0.376835727070272,-0.922460316404802,5.42376004273039
29901,t2,ColiGuard,1.23980039727929,3.15199392993912,0.359929077117527,-0.751469126986533,5.64429595913024
14163,t2,ColiGuard,-0.881975123753528,3.23695306718834,0.234680092660393,-0.933251860287035,5.56873235126794
14308,t2,ColiGuard,1.17955526942382,3.49995930831755,-0.064521941262884,-0.540286073367099,5.65366142088655
29700,t2,ColiGuard,0.996565070260306,3.37353613773367,0.0907598931333074,-0.607209172623651,5.64987988210143
29704,t2,ColiGuard,0.599908187769016,2.98517289958203,0.0019445468501398,-0.589509932652175,5.73046653434385
14284,t2,ColiGuard,1.51628218799298,3.1447749604148,0.0184821657180953,-0.836434260208968,5.72765768464387
14275,t2,ColiGuard,0.935685755473513,3.04055891095755,-0.107184346470491,-0.807823369399682,5.6867316996877
